,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to the detriment of the user or the thing being used.

Example: ""She abused her power by taking advantage of her subordinates.""

2. To mistreat or hurt someone, physically or emotionally.

Example: ""He abused his wife and children for years before finally being brought to justice.""

3. To use something in a way that is not intended or appropriate, often resulting in harm or damage.

Example: ""The company abused their position of power by manipulating the market to their advantage.""

4. To use something excessively or to an excessive degree, often resulting in waste or harm.

Example: ""He abused his privileges by taking too many trips on the company credit card.""

5. To use language or actions to intimidate, threaten, or harm someone.

Example: ""The bully abused his victim with verbal taunts and physical violence.""

Note that some of these senses can overlap or be combined in certain contexts, and there may be other possible senses of the verb 'abuse' depending on the specific context in which it is used.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often informally or tacitly.

Example sentence: The teacher approved of the student's presentation, even though it was not perfect.

3. To give permission or consent to something, often after evaluating the potential risks or benefits.

Example sentence: The parent approved the teenager's request to attend the concert.

4. To ratify or confirm something that has already been done or decided, often after reviewing the relevant information.

Example sentence: The board of directors approved the company's financial reports for the past quarter.

5. To give a seal of approval to something, often indicating that it meets certain standards or is of high quality.

Example sentence: The certification body approved the product for use in sensitive applications.

Note that some of these senses may overlap or have nuanced differences in certain contexts, but these are the main distinct possible senses of 'approve' in transitive clauses.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. To overcome or surpass: ""She beat the record by seconds.""
2. To be superior to: ""His new car beats all the others in performance.""
3. To be victorious over: ""The home team beat the visiting team in the championship game.""
4. To physically strike or hit: ""He beat the drum with all his might.""
5. To cause to be in a particular state or condition: ""The heat beat down on us all day.""
6. To exhaust or tire out: ""Running all those miles beat me.""
7. To create or produce something, especially music or rhythm: ""The drummer beat out a catchy rhythm.""
8. To be in a particular location or position before someone or something else: ""I beat him to the punch and got the best seat.""

Note that some of these senses may overlap or have subtly different connotations depending on the context, but they are all distinct possible meanings of the verb ""beat"" in a transitive clause.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is the most common and refers to the act of attaching or fastening something with a belt, such as a waistbelt or a seatbelt.

Example sentence: She belted her coat to her waist.

2. Deliver a powerful or decisive blow: This sense of ""belt"" is more metaphorical and refers to the act of delivering a strong or forceful attack or critique, often with a physical or verbal blow.

Example sentence: The punchline of the joke really belted the audience.

3. Move at high speed, especially in an aircraft: This sense of ""belt"" is more abstract and refers to the act of moving quickly or rapidly, often in a vehicle or aircraft.

Example sentence: The plane belted across the sky at breakneck speed.

4. Perform a song or musical piece with great skill or passion: This sense of ""belt"" is more figurative and refers to the act of performing a song or musical piece with great skill or flair, often with a strong or powerful voice.

Example sentence: She belted out the national anthem with pride and conviction.

5. Experience a strong or intense emotion, especially pleasure or excitement: This sense of ""belt"" is more idiomatic and refers to the act of experiencing a strong or intense emotion, often in a physical or sensory way.

Example sentence: The rollercoaster belted me with adrenaline as I soared through the loop-the-loop.

I hope that helps!</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of ""break"" implies a physical breaking or shattering of an object or a material. Examples:
	* The vase broke into pieces when it fell to the ground.
	* The glass shattered into shards when it was dropped.
2. To interrupt or disrupt: This sense of ""break"" implies a disturbance or interruption of a process, activity, or flow. Examples:
	* The news broke the silence in the room.
	* The storm broke the routine of the daily commute.
3. To separate or divide: This sense of ""break"" implies a separation or division of something into parts or pieces. Examples:
	* The cookie broke into crumbs when it was dropped.
	* The group broke into smaller subgroups for easier communication.
4. To fail or cease to function: This sense of ""break"" implies a failure or malfunction of something, often suddenly or unexpectedly. Examples:
	* The computer broke down and had to be repaired.
	* The relationship broke down due to lack of communication.
5. To overcome or surpass: This sense of ""break"" implies a successful completion or achievement of something, often after a challenging or difficult process. Examples:
	* She broke the record for the fastest time in the marathon.
	* The team broke the curse of not winning a championship for decades.
6. To reveal or expose: This sense of ""break"" implies a disclosure or uncovering of something that was previously hidden or secret. Examples:
	* The investigation broke the scandal wide open.
	* The whistleblower broke the story about the company's illegal activities.

Note that some of these senses of ""break"" can be used in different contexts or with different connotations, and some may overlap or have similar meanings. Additionally, there may be other senses of ""break"" that are not listed here, depending on the specific context and usage.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program.
Example: ""They are building a new office tower.""
2. improve or enhance something, such as a skill or a relationship.
Example: ""She is building her confidence in public speaking.""
3. assemble or put together something, such as a piece of furniture or a machine.
Example: ""He is building his own computer.""
4. create or establish a system or a process, such as a business or a workflow.
Example: ""They are building a new supply chain from scratch.""
5. develop or grow something, such as a community or a team.
Example: ""The company is building a diverse and inclusive workplace culture.""
6. make something, such as a product or a meal, from raw materials or ingredients.
Example: ""She is building a cake from scratch.""
7. write or compose something, such as a song or a story.
Example: ""He is building a novel over the summer.""
8. create or form a connection or a relationship, such as a friendship or a partnership.
Example: ""They are building a strong bond with their clients.""

I hope that helps! Let me know if you have any further questions.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. To consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. To cause intense heat or a fiery sensation: ""The spicy dish burned my tongue.""
3. To char or scorch something: ""The sun burned the grass in the field.""
4. To cause a strong emotion or passion: ""The music burned within her soul.""
5. To use up or exhaust something: ""The engine burned through all the fuel.""
6. To be under intense scrutiny or criticism: ""The politician was burned by the media for his controversial statements.""
7. To be extremely talented or skilled: ""She's a burn on the basketball court.""
8. To have a strong desire or craving: ""He's been burning to try that new restaurant.""

Note that some of these senses may have multiple meanings or subtleties, but these are the main distinct senses of the verb 'burn' in transitive clauses.</s>"
9,button,,monosemous
