,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to the detriment of the user or the thing being used.

Example: ""She abused her power by taking advantage of her subordinates.""

2. To mistreat or hurt someone, often physically or emotionally.

Example: ""He was accused of abusing his wife.""

3. To use something in an excessive or excessively long manner.

Example: ""She abused her credit card by making too many purchases.""

4. To manipulate or coerce someone into doing something they do not want to do.

Example: ""He was accused of abusing his authority to get what he wanted.""

5. To use something in a way that is not intended or appropriate.

Example: ""She abused her medication by taking it in a way that was not prescribed.""

Note that these senses are not exhaustive, and the verb 'abuse' may have other possible meanings depending on the context in which it is used. However, these five senses are the most common and distinct possible meanings of the verb 'abuse' in transitive clauses.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after lengthy discussions.

2. To express favor or agreement, often enthusiastically or warmly.

Example sentence: My parents approved of my decision to study abroad.

3. To give permission or consent, often after evaluating the merits or potential risks of a proposal.

Example sentence: The CEO approved the budget for the new marketing campaign.

4. To be in favor of or support a particular policy, law, or initiative.

Example sentence: The government approved a bill that aims to promote renewable energy.

5. To be pleased or satisfied with something, often after a thorough examination or trial.

Example sentence: The chef approved the final version of the new menu.

Note that these senses are not mutually exclusive, and the verb 'approve' can take on different connotations depending on the context in which it is used. However, these five senses cover the most common and distinct possible meanings of the verb in transitive clauses.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. To overcome or surpass (something or someone): ""She beat her personal best time in the marathon.""
2. To physically strike or hit something or someone: ""He beat the drum with all his might.""
3. To cook or prepare food by striking it repeatedly with a utensil: ""She beat the eggs until they were smooth.""
4. To be superior to (someone or something) in a competition or challenge: ""Her team beat the opposing team in the championship game.""
5. To be faster or more efficient than (someone or something): ""The new computer beat the old one in terms of speed and performance.""
6. To repeatedly and forcefully strike a surface or object with a part of the body, often as a form of expression or celebration: ""The fans beat their chests and yelled when their team scored a goal.""
7. To overcome or triumph over (a challenge or obstacle): ""She beat the odds and graduated at the top of her class.""
8. To be the first to reach a destination or achieve a goal: ""He beat his opponent to the finish line.""

These senses of ""beat"" can stand alone and do not depend on being the synonym of some other verb. Each sense has a distinct meaning and usage, and they can all be used in different contexts to convey different ideas.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure with a belt: In this sense, 'belt' refers to the act of attaching or securing something with a belt or a similar device. For example: ""She belted her coat to keep it from blowing away.""
2. Strike or hit with a belt: In this sense, 'belt' refers to the act of hitting someone or something with a belt, often as a form of punishment or discipline. For example: ""The teacher belted the student for talking out of turn.""
3. Surround or enclose with a belt: In this sense, 'belt' refers to the act of surrounding or enclosing something with a belt or a similar device. For example: ""The city was belted by a ring of highways.""
4. Travel or move at high speed: In this sense, 'belt' refers to the act of moving or traveling at high speed, often using a vehicle or a machine. For example: ""He belted across the country in his sports car.""
5. Perform a song or a musical piece: In this sense, 'belt' refers to the act of singing or performing a song or a musical piece with great enthusiasm and energy. For example: ""She belted out the national anthem with pride.""

These senses of 'belt' can stand alone and do not depend on being the synonym of some other verb. Each sense has its own unique meaning and connotation, and they can all be used in different contexts and situations.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of break emphasizes the idea of something being physically damaged or disintegrating, such as breaking a glass or breaking a toy.

Example sentence: She broke the vase when she dropped it.

2. To interrupt or disrupt: This sense of break emphasizes the idea of something being stopped or interrupted, such as breaking a spell or breaking a routine.

Example sentence: The noise broke the silence of the library.

3. To divest oneself of something: This sense of break emphasizes the idea of someone getting rid of something, such as breaking a habit or breaking a rule.

Example sentence: She broke her addiction to smoking.

4. To penetrate or subdue: This sense of break emphasizes the idea of something being overcome or penetrated, such as breaking a code or breaking a resistance.

Example sentence: The detective broke the case by cracking the encryption.

5. To disrupt an agreement or trust: This sense of break emphasizes the idea of something being broken or violated, such as breaking a promise or breaking a confidence.

Example sentence: He broke his commitment to the project by not showing up to the meetings.

6. To cause someone to lose their concentration or composure: This sense of break emphasizes the idea of someone being thrown off or disrupted, such as breaking a trance or breaking a spell.

Example sentence: The surprising news broke her focus and she lost her train of thought.

These are the distinct possible senses of the verb 'break' when it is found in a transitive clause, each with its own unique connotation and usage.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. Construct or create something, such as a building, a machine, or a system, by assembling or combining parts or materials.

Example sentence: ""They spent the whole weekend building a treehouse for their kids.""

2. Establish or develop something, such as a business, a relationship, or a skill, by gradual effort and progress.

Example sentence: ""She has been building her career as a lawyer for the past ten years.""

3. Improve or enhance something, such as a product, a system, or a process, by adding or modifying features.

Example sentence: ""The company has been building on its success by investing in new technology and talent.""

4. Assemble or compose something, such as a piece of furniture, a meal, or a team, by bringing together different elements or components.

Example sentence: ""She spent all morning building a sandcastle on the beach.""

5. Strengthen or fortify something, such as a structure, a relationship, or a skill, by adding support or resources.

Example sentence: ""The government has been building up its defense systems to protect the country from external threats.""

Note that these senses of 'build' are not mutually exclusive, and some sentences may convey more than one sense depending on the context and the intended meaning.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. To consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. To cause intense heat or a fiery sensation: ""The spicy dish burned my tongue.""
3. To char or discolor with heat: ""The sunburned skin turned pink and peeling.""
4. To use up or exhaust a resource: ""The company burned through their budget for the project.""
5. To become intensely passionate or obsessed: ""She burned with a desire to succeed.""
6. To experience a strong emotional reaction: ""The music burned within her, stirring her soul.""
7. To perform a task quickly and efficiently: ""He burned through the project in record time.""
8. To dominate or defeat an opponent: ""The team burned their rivals in the championship game.""

Each of these senses of 'burn' can stand alone and has a distinct meaning, and they do not rely on being the synonym of any other verb.</s>"
9,button,,monosemous
