,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to the detriment of the user or the thing being used. For example, ""He abused his power by taking bribes.""
2. To treat someone with cruelty or mistreatment, often physically or emotionally. For example, ""She was abused by her stepfather as a child.""
3. To use drugs or other substances in a harmful or excessive manner. For example, ""He abused prescription painkillers and became addicted.""
4. To manipulate or exploit someone for personal gain. For example, ""She was abused by her ex-boyfriend, who controlled her every move.""
5. To misuse or misappropriate something, such as a resource or a position of authority. For example, ""The company was accused of abusing its market dominance by price-fixing.""

Note that these senses are not mutually exclusive, and 'abuse' can take on multiple meanings depending on the context in which it is used.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often enthusiastically or warmly.

Example sentence: She approved of the new marketing strategy and encouraged the team to implement it.

3. To give permission or consent to something, especially in a formal or official capacity.

Example sentence: The board of directors approved the purchase of the new equipment.

4. To rate or evaluate something positively, often with a focus on its quality or value.

Example sentence: The critic approved of the restaurant's unique menu and flavors.

5. To give a seal of approval to something, often in the sense of certifying its authenticity or quality.

Example sentence: The certification body approved the product's compliance with industry standards.

Note that these senses are not mutually exclusive, and the verb ""approve"" can take on different meanings depending on the context in which it is used.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. To overcome or conquer: ""She beat the heat by staying indoors during the hottest part of the day.""
2. To outdo or surpass: ""He beat his personal best time in the marathon by 10 minutes.""
3. To physically strike or hit: ""The boxer beat his opponent with a combination of jabs and hooks.""
4. To create or produce something by using force or energy: ""She beat the dough to make it rise and give it a smooth texture.""
5. To cause something to happen or progress: ""The storm beat down on the city, causing widespread flooding.""

Each of these senses can stand alone and do not depend on being the synonym of some other verb. For example, ""beat"" in sense 1 can be used as a standalone verb to describe overcoming a challenge or obstacle, without relying on any other verb to provide context. Similarly, ""beat"" in sense 3 can be used to describe a physical attack, without relying on any other verb to provide context.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is the most common and refers to the act of attaching or fastening something with a belt, such as a waistbelt or a seatbelt.

Example sentence: She belted her coat to her waist.

2. Wear a belt: This sense of ""belt"" is similar to the previous one, but it emphasizes the act of wearing a belt rather than fastening or securing something.

Example sentence: He belted his pants up.

3. Use a belt as a weapon: This sense of ""belt"" is less common, but it refers to the act of using a belt as a weapon, such as in a physical altercation or in a metaphorical sense.

Example sentence: He belted his opponent with a heavy leather belt.

4. Travel by airplane: This sense of ""belt"" is a more recent usage and refers to traveling by airplane, particularly in the economy class or ""cattle class"" section.

Example sentence: We're belting it in coach this time.

5. Express or perform music: This sense of ""belt"" is related to singing or performing music, particularly in the context of musical theater or pop music.

Example sentence: She belted out a powerful ballad on stage.

Note that these senses are not mutually exclusive, and some words may have multiple meanings within the same sense. Additionally, the usage of ""belt"" in a transitive clause may depend on the context and the intended meaning of the sentence.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of ""break"" implies a physical breaking or shattering of an object or material, such as breaking a glass or breaking a toy.
2. To interrupt or disrupt: This sense of ""break"" implies a sudden interruption or disruption of a process, activity, or flow, such as breaking a conversation or breaking a spell.
3. To separate or divide: This sense of ""break"" implies a separation or division of something into two or more parts, such as breaking a piece of candy into smaller pieces or breaking a record into smaller segments.
4. To conquer or dominate: This sense of ""break"" implies a victory or conquest over an obstacle, challenge, or opponent, such as breaking a record or breaking a habit.
5. To reveal or expose: This sense of ""break"" implies a revelation or exposure of information or a secret, such as breaking a code or breaking a story.
6. To damage or harm: This sense of ""break"" implies a negative impact or effect on someone or something, such as breaking an arm or breaking a heart.
7. To end or terminate: This sense of ""break"" implies a conclusion or ending of a process, activity, or relationship, such as breaking a habit or breaking up with someone.
8. To overcome or surpass: This sense of ""break"" implies a success or achievement in overcoming an obstacle or challenge, such as breaking a world record or breaking a barrier.

Each of these senses of ""break"" can stand alone and do not depend on being the synonym of any other verb.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. Construct or create something physically, such as a building, a bridge, or a machine.

Example sentence: ""They are building a new hospital.""

2. Establish or develop something, such as a business, a reputation, or a relationship.

Example sentence: ""She built a successful career as a lawyer.""

3. Assemble or compose something, such as a piece of furniture, a car, or a software program.

Example sentence: ""He spent the weekend building a bookshelf.""

4. Improve or enhance something, such as a skill, a system, or a community.

Example sentence: ""The team has been building their communication skills through training sessions.""

5. Create or form a connection or relationship between things, such as people, ideas, or events.

Example sentence: ""The new app aims to build a community around fitness enthusiasts.""

Note that these senses are not mutually exclusive, and the same verb can have multiple senses in different contexts. Additionally, there may be other senses of the verb 'build' that are not listed here, depending on the specific context and the nuances of the language being used.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Embarrass or shame someone: ""His mistake burned him in front of his colleagues.""
5. Convert or transform something into ash or a gas: ""The furnace burns coal to produce heat.""

These senses of 'burn' can stand alone and do not depend on being the synonym of any other verb.</s>"
9,button,,monosemous
