,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own advantage, often to the detriment of the user or the thing being used. For example, ""He abused his power by taking bribes.""
2. To treat someone with cruelty or mistreatment, often physically or emotionally. For example, ""She was abused by her stepfather as a child.""
3. To use drugs or other substances in a harmful or excessive manner. For example, ""He abused prescription painkillers and became addicted.""
4. To manipulate or deceive someone for personal gain. For example, ""She was abused by her ex-partner, who was emotionally manipulative.""
5. To subject someone or something to unwarranted or excessive use or stress. For example, ""The car was abused by driving it too fast and too recklessly.""

Each of these senses of 'abuse' can stand alone and do not depend on being the synonym of some other verb.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after lengthy discussions.

2. To express favor or agreement, often enthusiastically or warmly.

Example sentence: My parents approved of my decision to study abroad.

3. To give permission or consent, often after evaluating the merits or potential risks of a proposal.

Example sentence: The CEO approved the budget for the new marketing campaign.

4. To ratify or confirm something that has already been done or decided, often to give it official sanction or validation.

Example sentence: The board of directors approved the minutes of the previous meeting.

5. To pass judgment or give a positive evaluation on something, often after examining it carefully or considering different perspectives.

Example sentence: The judge approved the settlement agreement between the two parties.

Note that these senses are not mutually exclusive, and the verb 'approve' can take on different connotations or nuances depending on the context in which it is used. For example, the first sense might imply a more formal or official approval, while the second sense might convey a more personal or informal endorsement.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. To overcome or conquer: ""She beat the heat by staying indoors during the hottest part of the day.""
2. To outdo or surpass: ""He beat his personal best time in the marathon by 10 minutes.""
3. To physically strike or hit: ""The boxer beat his opponent with a combination of jabs and hooks.""
4. To create or produce something by using force or energy: ""She beat the dough to make it rise and give it a nice texture.""
5. To resolve or settle a problem or conflict: ""The mediator helped the two parties beat their differences and reach a compromise.""

These senses of 'beat' can all stand alone and do not depend on being the synonym of some other verb. For example, in the sentence ""She beat the heat,"" the verb 'beat' is not synonymous with any other verb, but rather has its own distinct meaning of overcoming or conquering the heat.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the cold weather.""
2. Inflicted a blow with a belt: ""He gave his son a good belting for misbehaving.""
3. Move at high speed, especially an aircraft: ""The jet belted down the runway and took off into the air.""
4. Sell or distribute a product or service aggressively: ""The sales team was belting out their new product to potential customers.""
5. Wear or display a belt as a fashion statement: ""She belted her dress with a wide leather belt to accentuate her waist.""

Each of these senses can stand alone and do not depend on being the synonym of some other verb.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of ""break"" implies a physical breaking or shattering of an object or material, such as breaking a glass or breaking a toy.
2. To interrupt or disrupt: This sense of ""break"" implies a sudden interruption or disruption of a process, activity, or flow, such as breaking a spell or breaking a conversation.
3. To separate or divide: This sense of ""break"" implies a separation or division of something into two or more parts, such as breaking a piece of candy into smaller pieces or breaking a record into smaller segments.
4. To conquer or dominate: This sense of ""break"" implies a triumph over an obstacle or challenge, such as breaking a record or breaking a barrier.
5. To reveal or disclose: This sense of ""break"" implies a revelation or disclosure of information or a secret, such as breaking a code or breaking a story.
6. To reduce or diminish: This sense of ""break"" implies a decrease or lessening of something, such as breaking a habit or breaking a rule.
7. To destroy or ruin: This sense of ""break"" implies a complete destruction or ruination of something, such as breaking a window or breaking a heart.

Each of these senses of ""break"" can stand alone and do not depend on being the synonym of some other verb.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. Construct or create something physically, such as a building, a bridge, or a machine.

Example sentence: ""They are building a new hospital.""

2. Establish or create something abstract, such as a system, a theory, or a relationship.

Example sentence: ""She spent years building her reputation as an expert in her field.""

3. Improve or enhance something, such as a skill, a process, or a product.

Example sentence: ""They have been building on their success over the past year.""

4. Assemble or put together something, such as a piece of furniture, a car, or a team.

Example sentence: ""He spent the weekend building his new desk.""

5. Develop or grow something, such as a business, a community, or a idea.

Example sentence: ""The company has been building its presence in the global market.""

Note that some of these senses may overlap or have subtle differences in certain contexts, but they are all distinct ways in which the verb 'build' can be used transitively.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden toy to ashes.""
2. Cause intense heat or passion: ""The critic's scathing review burned the playwright's hopes to the ground.""
3. Injure or harm by heat or chemicals: ""The surgeon burned the cancerous tissue with a laser.""
4. Bake or cook by direct heat: ""She burned the cake in the oven.""
5. Experience a strong emotion: ""The betrayal burned her with a sense of injustice.""
6. Change the color or texture of something by exposure to heat or chemicals: ""The photographer burned the edges of the print to give it a vintage look.""
7. To undergo a chemical reaction characterized by the release of heat and light: ""The rocket burned its fuel to escape the Earth's atmosphere.""

Note that some of these senses can be used in different contexts, and some may be more common or acceptable than others, depending on the specific situation and register of language being used.</s>"
9,button,,monosemous
