,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat (something or someone) intentionally or neglectfully.
Example: ""She accused her ex-boyfriend of abusing her emotionally.""
2. Use something or someone for one's own benefit, often to the detriment of others.
Example: ""The corporation was accused of abusing its monopolistic power to suppress competition.""
3. Overuse or exhaust a resource, privilege, or opportunity.
Example: ""The government has been accused of abusing its authority by suppressing dissenting voices.""
4. Use something or someone in a harmful or injurious manner.
Example: ""He was arrested for abusing his wife.""
5. Take advantage of someone's vulnerability or trust for personal gain.
Example: ""The scammer was accused of abusing the elderly with fake investment schemes.""

Note that these senses are not mutually exclusive, and the verb 'abuse' can take on multiple meanings depending on the context in which it is used.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. Endorse or support something or someone officially or formally, often after examining or considering the matter.
Example: The board of directors approved the new marketing strategy.
2. Be in favor of or agree with something or someone, often based on personal judgment or preference.
Example: My parents approved of my decision to study abroad.
3. Give permission or consent to something or someone, often after evaluating the potential risks and benefits.
Example: The school approved the student's request for a leave of absence.
4. Confirm or ratify something or someone, often after conducting an investigation or review.
Example: The court approved the settlement agreement.
5. Find satisfactory or of good quality, often after examining or testing something.
Example: The food critic approved of the new restaurant's menu.

Each of these senses of ""approve"" can stand alone and do not depend on being the synonym of some other verb. They all convey the idea of giving permission, support, or endorsement, but each has a slightly different connotation and context.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. defeat: to win a competition or conflict by being better or more successful.
Example: ""The team beat their opponents in the final match.""
2. conquer: to gain control or ownership of something, often through force or effort.
Example: ""The army beat the enemy and took control of the land.""
3. overcome: to surpass or outdo something, often through effort or perseverance.
Example: ""She beat her personal best time in the marathon.""
4. outdo: to excel or perform better than others.
Example: ""The band beat their previous performance with their new album.""
5. vanquish: to completely defeat or overcome, often in a decisive or final manner.
Example: ""The hero beat the villain and saved the kingdom.""
6. exhaust: to wear out or tire something, often through repeated use or activity.
Example: ""The machine beat the material until it was exhausted.""
7. pulverize: to reduce something to small particles or powder, often through force or impact.
Example: ""The pestle beat the herbs into a fine pulp.""
8. throttle: to restrict or control the flow of something, often to prevent it from becoming too successful or powerful.
Example: ""The government beat down the company's growth with heavy regulations.""

Each of these senses of ""beat"" can stand alone and have a distinct meaning, and they are not dependent on being the synonym of some other verb.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is the most common and refers to the act of attaching or fastening something with a belt or a similar strap. For example, ""She belted her coat to keep it from blowing away.""
2. Hit or strike with a belt: This sense of ""belt"" is more figurative and refers to the act of delivering a hard hit or strike with a belt or a similar object. For example, ""He belted the ball out of the park.""
3. Wear a belt: This sense of ""belt"" is more formal and refers to the act of wearing a belt as a piece of clothing or a fashion accessory. For example, ""He wore a black leather belt with his suit.""
4. Convey or transmit (something) with a belt: This sense of ""belt"" is more abstract and refers to the act of transmitting or conveying something (such as an idea or a message) with a belt or a similar object. For example, ""The message was belted around the world via satellite.""
5. Use a belt to create a distinctive sound or effect: This sense of ""belt"" is more creative and refers to the act of using a belt to create a distinctive sound or effect, such as in music or theater. For example, ""The musician belted out a powerful solo with his guitar.""

I hope these senses of ""belt"" are helpful! Let me know if you have any further questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. shatter or smash something into pieces: ""The vase broke into a thousand pieces when it fell off the table.""
2. cause something to stop functioning or operating: ""The computer broke down during the important presentation.""
3. interrupt or disrupt something: ""The loud noise broke the silence of the library.""
4. divorce or end a relationship: ""They decided to break up after five years of marriage.""
5. reveal or disclose something: ""The secret was about to break, and we were all worried about the consequences.""
6. change or alter something: ""They decided to break the mold and try something new for their next project.""
7. violate or disobey a rule or law: ""He was penalized for breaking the speed limit.""
8. expose or reveal something unexpected or surprising: ""The news broke just before the press conference.""
9. cause something to become less or no longer functional: ""The old car broke down and we had to replace it.""
10. cause something to become less stable or secure: ""The weak spot in the bridge broke under the weight of the heavy truck.""

Each of these senses of ""break"" can stand alone and does not depend on being the synonym of some other verb. They all have different meanings and connotations, and they can be used in different contexts to convey different ideas and messages.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a system, by combining parts or materials.
2. improve or enhance something existing, such as a skill or a relationship, by adding new elements or refining existing ones.
3. establish or strengthen a connection or foundation, such as a network, a reputation, or a base of support.
4. accumulate or grow something, such as wealth, knowledge, or a collection, over time.
5. assemble or put together something, such as a piece of furniture, a puzzle, or a team, by combining individual components.

Each of these senses of 'build' can stand alone and describe a distinct action or process, and they do not depend on being the synonym of some other verb.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Cause a strong emotion or reaction: ""The insult burned him with anger.""
5. Mark or brand with a hot iron: ""The farmer burned his initials onto the cattle's hides.""
6. Cause a substance to undergo a chemical change by heat: ""The chemist burned the hydrocarbons to produce energy.""
7. Pass quickly or intensely: ""The summer flew by, burning fast.""
8. Have a strong or intense desire: ""She burned to tell him the truth.""

Each of these senses of 'burn' can stand alone and does not depend on being the synonym of some other verb. They all have distinct meanings and connotations, and can be used in different contexts to convey specific ideas or emotions.</s>"
9,button,,monosemous
10,cast,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'cast' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'cast' when it is found in a transitive clause:

1. assign a role or part to someone: ""The director cast the lead actor in the play.""
2. project or throw something: ""She cast her line into the water.""
3. vote or select someone: ""The committee cast their ballots for the new president.""
4. create or shape something using a mold: ""The sculptor cast the bronze statue in her studio.""
5. predict or forecast something: ""The meteorologist cast a storm warning for the weekend.""
6. transfer or assign ownership of something: ""The company cast the assets to the new owner.""
7. put or place something in a particular place: ""She cast the book on the table.""
8. create a spell or incantation: ""The witch cast a protection spell around her home.""
9. have a particular fate or outcome: ""The dice cast for us to win the game.""
10. have a particular quality or character: ""The wine cast a rich, oaky flavor.""

Each of these senses of 'cast' can stand alone and does not depend on being the synonym of any other verb.</s>"
11,catch,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'catch' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'catch' when it is found in a transitive clause:

1. seize or take hold of something physically: ""She caught the ball.""
2. grasp or understand something intellectually: ""I finally caught on to the concept.""
3. intercept or stop something in motion: ""He caught the thief.""
4. trap or ensnare something or someone: ""The bird caught in the net.""
5. record or capture something, such as an illness or a trend: ""The survey caught the public's mood.""
6. experience or undergo something, such as an emotion or a situation: ""I caught a cold.""
7. notice or become aware of something: ""I caught a glimpse of the celeb.""
8. fulfill or meet a requirement or expectation: ""I caught the deadline.""

These senses of 'catch' can stand alone and do not depend on being the synonym of some other verb. They are all distinct and can be used in different contexts to convey different meanings.</s>"
12,chip,,monosemous
13,chop,,monosemous
14,chuck,,monosemous
15,clean,,monosemous
16,clear,,monosemous
17,coat,,monosemous
18,cover,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'cover' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'cover' when it is found in a transitive clause:

1. Conceal or hide: This sense of ""cover"" involves the idea of something being obscured or disguised from view. For example, ""The tree covers the house from view.""
2. Protect or shield: In this sense, ""cover"" means to provide a barrier or defense against something. For example, ""The umbrella covers us from the rain.""
3. Encompass or include: This sense of ""cover"" implies that something is comprehensive or all-encompassing. For example, ""The topic covers all aspects of the subject.""
4. Surface or overlay: In this sense, ""cover"" means to place something on top of something else, often to conceal or disguise it. For example, ""The tile covers the old floor.""
5. Prevent or hinder: This sense of ""cover"" implies that something is blocking or obstructing something else from happening or being seen. For example, ""The tree covers the view of the mountain.""
6. Perform or execute: In this sense, ""cover"" means to do something in place of someone or something else. For example, ""The backup singer covered the lead vocalist.""
7. Replace or substitute: This sense of ""cover"" implies that something is being used in place of something else. For example, ""The new policy covers the same ground as the old one.""
8. Transfer or convey: In this sense, ""cover"" means to transmit or convey something from one place or person to another. For example, ""The news coverage of the event was extensive.""

Each of these senses of ""cover"" can stand alone and do not depend on being the synonym of some other verb.</s>"
