,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""abuse"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. To treat someone unfairly or cruelly, often physically or emotionally.

Example: ""She accused him of abusing her emotionally.""

2. To use something wrongly or improperly, often to one's own advantage.

Example: ""He was accused of abusing his power by taking bribes.""

3. To corrupt or debase something, often morally or ethically.

Example: ""The politicians were accused of abusing their positions for personal gain.""

4. To use something excessively or in an excessive manner.

Example: ""She was accused of abusing her privileges by taking too many days off work.""

5. To mistreat or neglect an animal or a resource.

Example: ""The farmer was accused of abusing his livestock by not providing them with proper care.""

Note that these senses of ""abuse"" can stand alone and do not depend on being the synonym of some other verb. Each sense has a distinct meaning and can be used in different contexts.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after lengthy discussions.

2. To express favor or agreement, often enthusiastically or warmly.

Example sentence: My parents always approve of my choices and encourage me to pursue my dreams.

3. To confirm or ratify something that has already been done or decided.

Example sentence: The board of directors approved the company's financial reports for the past year.

4. To give permission or consent to something, especially after considering any potential risks or consequences.

Example sentence: My boss approved my request for a day off work to attend my niece's birthday party.

5. To show appreciation or satisfaction with something, often after trying it or experiencing it.

Example sentence: The food critic approved of the new restaurant's unique flavors and presentation.

Note that these senses of 'approve' do not depend on other verbs or expressions, and can stand alone as independent senses.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""beat"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. Defeat: In this sense, ""beat"" means to overcome or defeat someone in a competition, fight, or other challenge. Example sentence: ""The team beat their opponents in the final match.""
2. Physically harm: This sense of ""beat"" means to physically injure or harm someone. Example sentence: ""The bully beat up the victim.""
3. Exhaust: In this sense, ""beat"" means to tire someone out or make them exhausted. Example sentence: ""The long run beat me yesterday.""
4. Overpower: This sense of ""beat"" means to dominate or overpower someone or something. Example sentence: ""The strong winds beat down the trees.""
5. Repeat or emphasize: In this sense, ""beat"" means to repeat something or emphasize a point. Example sentence: ""The drumbeat of the song was catchy and memorable.""
6. Mix: This sense of ""beat"" is used in cooking and refers to combining ingredients together until they are well mixed. Example sentence: ""She beat the eggs for the omelette.""
7. Speed: In this sense, ""beat"" means to move quickly or rapidly. Example sentence: ""The cars beat each other in the race.""
8. Use: This sense of ""beat"" means to use something or put it into service. Example sentence: ""She beat her old car into the ground before buying a new one.""

These are just a few of the distinct possible senses of the verb ""beat"" when it is found in a transitive clause. Each sense has its own unique meaning and connotation, and they can all stand alone as separate definitions.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""belt"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. Fasten or secure around the waist: In this sense, ""belt"" is often used to describe the act of putting on a belt around one's waist, as in ""She belted her coat to keep it from flying open.""
2. Hit or strike with a belt: This sense is often used to describe physical abuse, as in ""He belted her with a leather belt.""
3. Pass or move along a course or path: In this sense, ""belt"" is often used to describe a path or a route that something follows, as in ""The river belts around the island.""
4. Surround or encircle: In this sense, ""belt"" is often used to describe the act of surrounding or enclosing something, as in ""The forest belts the village.""
5. Fasten or secure with a belt: This sense is often used to describe the act of attaching or fastening something with a belt, as in ""He belted the bag to his back.""
6. Give a beating to: This sense is often used to describe physical punishment, as in ""He was belted by the teacher for talking back.""
7. Win or gain decisively: In this sense, ""belt"" is often used to describe a victory or a successful outcome, as in ""She belted her opponent in the championship match.""

I hope that helps! Let me know if you have any other questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""break"" has several distinct possible senses when found in a transitive clause, including:

1. To shatter or smash something into pieces: ""The hammer broke the vase into pieces.""
2. To stop functioning or operating: ""The computer broke down and we had to call a repairman.""
3. To disrupt or interrupt a connection or continuity: ""The storm broke the power lines, leaving us without electricity.""
4. To divide or separate something into parts: ""She broke the cookie into pieces and shared them with her friends.""
5. To end or terminate a relationship or agreement: ""They decided to break off the engagement and go their separate ways.""
6. To overcome or surpass something, as in to set a new record: ""She broke the world record for the highest jump.""
7. To cause something to malfunction or fail: ""The new software had a bug that broke the system.""
8. To reveal or disclose something: ""The detective broke the case wide open with a crucial piece of evidence.""
9. To cause something to change or be transformed: ""The new formula broke the old record for speed.""
10. To cause something to become less rigid or strict: ""The new policy broke the mold of traditional thinking.""

Each of these senses of ""break"" can stand alone and do not depend on being the synonym of some other verb.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program, by assembling or combining parts or materials.
Example: ""They are building a new office tower.""
2. establish or develop something, such as a business, a organization, or a community, by providing the necessary resources and infrastructure.
Example: ""She built a successful consulting firm from scratch.""
3. improve or enhance something, such as a skill, a relationship, or a reputation, by dedicating time and effort to its development.
Example: ""He built his reputation as a thought leader in his industry.""
4. create or form something, such as a habit, a routine, or a preference, over time through consistent effort and practice.
Example: ""She built a daily meditation practice into her morning routine.""
5. increase or elevate something, such as a skill, a reputation, or a social status, to a higher level or degree.
Example: ""He built his speaking skills by taking on more public speaking engagements.""
6. create or produce something, such as a piece of art, a product, or a service, by combining various elements or resources.
Example: ""The team built a innovative new product using the latest technology.""
7. assemble or bring together various elements or resources to create a complete or functional whole.
Example: ""They built a state-of-the-art laboratory by integrating cutting-edge equipment and software.""

Note that these senses are not mutually exclusive, and the verb 'build' can take on multiple senses in different contexts, depending on the specific objects and actions involved.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Char or discolor by heat: ""The sun burned the grass into a golden brown.""
4. Use up or exhaust: ""We burned through our entire budget for the project.""
5. Embarrass or humiliate: ""His careless mistake burned him in front of his colleagues.""
6. Increase the temperature of a substance: ""The oven burns the bread at 400 degrees Fahrenheit.""
7. Use up or exhaust (of a resource): ""We burned through our entire supply of fuel.""
8. Have a strong desire or passion: ""She burns to travel the world and explore new cultures.""
9. Go quickly and intensely: ""The race car burned down the track at breakneck speeds.""
10. Experience a strong emotion: ""The music burned through my soul and left me with goosebumps.""

Note that some of these senses may be more common or acceptable than others, depending on the context and register of the language. Additionally, some senses may have multiple meanings or subtly nuanced shades of meaning, but these are the basic distinct senses of the verb 'burn' in a transitive clause.</s>"
9,button,,monosemous
