,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat (something or someone) - This sense of 'abuse' refers to the improper or excessive use of something or someone, often leading to harm or damage. For example, ""The company was accused of abusing their power by exploiting their workers.""
2. Use (something or someone) to an excessive or improper degree - This sense of 'abuse' refers to the overuse or misuse of something or someone, often leading to negative consequences. For example, ""The employee was accused of abusing their company credit card by making excessive purchases.""
3. Harm or injure (someone) physically or emotionally - This sense of 'abuse' refers to the act of causing harm or injury to someone, either physically or emotionally. For example, ""The abusive partner physically and emotionally abused their spouse for years.""
4. Take advantage of (something or someone) for personal gain - This sense of 'abuse' refers to the act of using something or someone for personal benefit, often at the expense of others. For example, ""The politician was accused of abusing their position by taking bribes.""

I hope that helps! Let me know if you have any further questions or if you would like me to clarify any of the senses.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often after tasting or experiencing it.

Example sentence: The food critic approved of the new restaurant's dishes.

3. To give permission or consent to something, often after evaluating the potential risks and benefits.

Example sentence: The parent approved the teenager's plan to attend the concert.

4. To accept or ratify a decision or action, often after discussing it with others.

Example sentence: The board of directors approved the company's new strategy.

5. To show appreciation or satisfaction with someone's work or performance, often after observing or reviewing it.

Example sentence: The teacher approved of the student's presentation.

Note that these senses of 'approve' can stand alone and do not depend on being the synonym of any other verb.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. Defeat: This sense of 'beat' refers to the act of winning a competition, battle, or conflict. Examples: ""The team beat their opponents in the championship game.""
2. Overcome: This sense of 'beat' means to conquer or get the better of something, such as an obstacle or a challenge. Examples: ""She beat her fear of public speaking by facing it head-on.""
3. Conquer: Similar to the previous sense, 'beat' can also mean to subdue or gain control over something or someone. Examples: ""The army beat the enemy in battle.""
4. Exhaust: In this sense, 'beat' refers to the act of wearing out or tiring someone or something. Examples: ""The long hike beat us all down, but we made it to the end.""
5. Intimidate: This sense of 'beat' means to threaten or bully someone into doing something. Examples: ""The gang leader beat the new recruit into submission.""
6. Stir: This sense of 'beat' is less common, but it refers to the act of mixing or blending something, often using a utensil or instrument. Examples: ""She beat the eggs and sugar together until they were well combined.""

Each of these senses of 'beat' can stand alone and does not depend on being the synonym of some other verb.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the cold weather.""
2. Inflict a strong blow with a belt: ""He belted the bully with a leather belt to defend his sister.""
3. Surround or encircle something with a belt or a band: ""The park ranger belted the forest with a protective barrier to prevent overlogging.""
4. Convey or transmit something in a continuous flow, like a belt: ""The engine belted out a powerful roar as it accelerated.""
5. Perform a specific task or activity with great skill or efficiency, like a well-oiled machine: ""The team belted out a perfect performance, impressing the judges with their synchronicity.""

Each of these senses of ""belt"" can stand alone and do not depend on being the synonym of some other verb. They all have unique meanings and connotations, and can be used in different contexts to convey distinct ideas.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of break refers to the physical act of breaking something into pieces or causing it to cease functioning. Examples: ""She broke the vase,"" ""He broke his leg,"" ""The company broke even.""
2. To interrupt or disrupt: This sense of break refers to the act of breaking a continuous flow or sequence of events. Examples: ""The news broke the tension,"" ""The storm broke the power lines,"" ""She broke the silence.""
3. To separate or divide: This sense of break refers to the act of breaking something apart or separating it into distinct parts. Examples: ""She broke the cookie into pieces,"" ""He broke the record into smaller segments,"" ""The company broke up the team into smaller groups.""
4. To release or liberate: This sense of break refers to the act of breaking free from constraints or limitations. Examples: ""She broke free from her chains,"" ""The prisoner broke out of jail,"" ""The song broke into a new melody.""
5. To render or cause to fail: This sense of break refers to the act of breaking something so that it no longer functions or operates as intended. Examples: ""The team broke the opponent's defense,"" ""The new policy broke the company's morale,"" ""The virus broke the computer's software.""

Note that some of these senses of break can be used in different contexts or with different connotations, but these are the main distinct possible senses of the verb when used in a transitive clause.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. Construct or create something, such as a building, a structure, or a device, by assembling or combining parts or materials.

Example: ""They are building a new office tower.""

2. Establish or develop something, such as a business, a reputation, or a skill, over time by consistent effort and hard work.

Example: ""She has been building her career as a writer for the past five years.""

3. Create or enhance a system, process, or infrastructure to achieve a specific goal or improve performance.

Example: ""The company is building a new IT system to streamline their operations.""

4. Assemble or put together something, such as a piece of furniture or a machine, by fitting parts together.

Example: ""He spent the weekend building a bookshelf for his study.""

5. Create or form a relationship, connection, or network between people, groups, or entities.

Example: ""The company is building partnerships with suppliers to improve their supply chain.""

Note that these senses are not mutually exclusive, and 'build' can have multiple meanings depending on the context in which it is used.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Char or discolor by exposure to heat or flame: ""The sunburned skin turned a deep red.""
4. Use up or exhaust a resource: ""They burned through their budget in the first month.""
5. Experience a strong emotion, such as anger or passion: ""She burned with resentment at the injustice.""
6. Move quickly and intensely, as if driven by fire: ""The car burned down the highway at breakneck speed.""
7. Convert or transform by heat: ""The furnace burns coal into carbon dioxide and ash.""
8. Erase or obliterate, as if by fire: ""The company burned the embarrassing records.""

Each of these senses of ""burn"" can stand alone and do not depend on being the synonym of some other verb.</s>"
9,button,,monosemous
