,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat (something or someone) - This sense of abuse implies the intentional and harmful use or treatment of something or someone, often for personal gain or enjoyment.

Example sentence: ""She accused her ex-partner of abusing her emotionally and physically during their relationship.""

2. Use something or someone to one's advantage without proper justification or permission - This sense of abuse implies taking advantage of a situation or person without proper authorization or ethical consideration.

Example sentence: ""The company was accused of abusing their monopoly power to suppress competition.""

3. Take advantage of a situation or person for one's own benefit, often at the expense of others - This sense of abuse implies taking advantage of a situation or person for personal gain, often at the expense of others.

Example sentence: ""He was accused of abusing his position of power to enrich himself and his friends.""

4. Use something or someone for one's own enjoyment, often without regard for their well-being or consent - This sense of abuse implies using something or someone for one's own enjoyment, often without regard for their well-being or consent.

Example sentence: ""The singer was accused of abusing his fame and wealth to exploit women and children.""

5. Treat someone with contempt or disrespect, often through physical or verbal abuse - This sense of abuse implies treating someone with contempt or disrespect, often through physical or verbal abuse.

Example sentence: ""The bully was accused of abusing his classmates, both physically and verbally.""

Note that these senses of abuse are not exhaustive and there may be other possible meanings depending on the context in which the verb is used.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. Endorse or support a decision, proposal, or action: ""The board of directors approved the new marketing strategy.""
2. Give permission or consent to something: ""My parents approved my plan to study abroad.""
3. Show satisfaction or pleasure with something: ""The customer approved of the new restaurant's menu.""
4. Pass a test or evaluation with flying colors: ""The candidate approved with high scores.""
5. Give a nod of assent or agreement: ""The teacher approved the student's idea.""

These senses of 'approve' can stand alone and do not depend on being the synonym of any other verb. Each sense has a distinct meaning and usage, and they are all commonly used in everyday language.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. Defeat: This sense of 'beat' refers to the act of winning a competition, battle, or conflict. Examples: ""The team beat their opponents in the championship game.""
2. Overcome: This sense of 'beat' means to surpass or conquer an obstacle or challenge. Examples: ""She beat the disease with determination and hard work.""
3. Exhaust: This sense of 'beat' refers to the act of wearing out or tiring someone or something. Examples: ""He beat the path to the top of the mountain.""
4. Intimidate: This sense of 'beat' means to scare or intimidate someone into doing something. Examples: ""The bully beat the smaller kid into giving him his lunch money.""
5. Speed: This sense of 'beat' refers to moving quickly or exceeding the speed of something else. Examples: ""The racer beat the faster car by taking a shortcut.""
6. Stir: This sense of 'beat' refers to the act of mixing something or adding a quick motion to it. Examples: ""She beat the eggs until they were well mixed.""
7. Conquer: This sense of 'beat' means to gain mastery or control over something. Examples: ""He beat his fear of public speaking by practicing every day.""
8. Outdo: This sense of 'beat' refers to the act of doing something better or outperforming someone else. Examples: ""The band beat the other group with their amazing performance.""
9. Punish: This sense of 'beat' means to inflict punishment or discipline on someone. Examples: ""The judge beat the criminal with a heavy fine and community service.""
10. Stimulate: This sense of 'beat' refers to the act of arousing or exciting someone or something. Examples: ""The music beat stimulated the crowd to dance.""

Each of these senses can stand alone and do not depend on being the synonym of some other verb.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the cold weather.""
2. Inflicted a blow with a belt: ""He gave his son a good belting for misbehaving.""
3. Move at high speed, especially an aircraft: ""The jet belted down the runway and took off into the air.""
4. Surround or encircle with a belt or band: ""The park is belted by a scenic hiking trail.""
5. Hit a ball or shot with great force, as with a tennis racket or golf club: ""He belted the ball out of bounds.""

Note that some of these senses may overlap or have subtle differences in usage, depending on the context in which the verb is employed. However, these five distinct senses capture the main possible meanings of ""belt"" in a transitive clause.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of 'break' implies a physical breaking or shattering of an object or item, such as breaking a glass or breaking a toy.

Example sentence: She broke the vase.

2. To interrupt or disrupt: This sense of 'break' implies a breaking of continuity or flow, such as breaking a conversation or breaking a pattern.

Example sentence: He broke the silence.

3. To separate or divide: This sense of 'break' implies a breaking apart of something, such as breaking up a group or breaking down a barrier.

Example sentence: They broke apart after the argument.

4. To weaken or damage: This sense of 'break' implies a breaking of strength or power, such as breaking a spirit or breaking a machine.

Example sentence: The news broke her spirit.

5. To change or alter: This sense of 'break' implies a breaking of a pattern or tradition, such as breaking a habit or breaking a rule.

Example sentence: She broke the mold by pursuing a new career.

6. To reveal or disclose: This sense of 'break' implies a breaking of secrecy or confidentiality, such as breaking a story or breaking a code.

Example sentence: The whistleblower broke the news to the public.

7. To overcome or conquer: This sense of 'break' implies a breaking of obstacles or challenges, such as breaking a record or breaking a barrier.

Example sentence: He broke the world record in the marathon.

8. To cease or discontinue: This sense of 'break' implies a breaking of a connection or relationship, such as breaking a habit or breaking off a relationship.

Example sentence: She broke off the engagement.

Note that some of these senses of 'break' may overlap or have subtle differences in their usage, depending on the context and the intended meaning.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a system, by combining parts or materials: ""The company is building a new headquarters.""
2. establish or develop a system, a process, or a structure, such as a business, a society, or a network: ""They spent years building their reputation.""
3. strengthen or fortify something, such as a relationship, a team, or a skill: ""She spent hours building her strength in the gym.""
4. accumulate or amass something, such as wealth, knowledge, or experience: ""He has been building his fortune for decades.""
5. improve or enhance something, such as a product, a service, or a system: ""They are building on last year's success.""

Note that these senses can be further subdivided into more specific meanings, but these five are the most common and general senses of the verb 'build' in transitive clauses.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Char or discolor by heat: ""The sun burned the grass into a golden brown.""
4. Use up or exhaust: ""We burned through our entire budget for the project.""
5. Embarrass or humiliate: ""His careless mistake burned him in front of his colleagues.""

Note that these senses do not depend on being the synonym of any other verb, and each sense can stand alone as a distinct definition of the verb ""burn"" in a transitive clause.</s>"
9,button,,monosemous
