,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat (something or someone) - This sense of abuse implies the intentional and harmful use or treatment of something or someone, often for personal gain or enjoyment.

Example sentence: ""She accused her ex-partner of abusing her emotionally and physically during their relationship.""

2. Use something or someone to one's advantage, especially in a way that is selfish or exploitative - This sense of abuse implies taking advantage of something or someone for personal gain, often at the expense of others.

Example sentence: ""The company was accused of abusing its market dominance to stifle competition.""

3. Treat someone unfairly or disrespectfully - This sense of abuse implies treating someone in a way that is not just or respectful, often because of their status, identity, or position.

Example sentence: ""The employee accused her boss of abusing his power by making inappropriate comments and demands.""

4. Use something in a way that is not intended or proper - This sense of abuse implies using something in a way that is not intended or appropriate, often resulting in harm or damage.

Example sentence: ""The mechanic accused the driver of abusing the car by driving it too fast and causing damage to the engine.""

5. Take advantage of a situation or opportunity - This sense of abuse implies taking advantage of a situation or opportunity for personal gain, often at the expense of others.

Example sentence: ""The company was accused of abusing the economic crisis to lay off employees and increase profits.""

I hope this helps! Let me know if you have any further questions.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often enthusiastically or warmly.

Example sentence: She approved of the new marketing strategy and encouraged the team to implement it.

3. To give permission or consent to something, especially in a formal or official capacity.

Example sentence: The board of directors approved the purchase of the new equipment.

4. To rate or evaluate something positively, often with a focus on its quality or value.

Example sentence: The critic approved of the restaurant's unique menu and flavors.

5. To give a seal of approval to something, often indicating that it meets certain standards or expectations.

Example sentence: The certification body approved the product's compliance with industry standards.

Note that these senses of 'approve' can be used in different contexts and may have slightly different connotations or nuances, but they all generally convey the idea of giving some kind of formal or official endorsement or support to something or someone.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. Defeat: This sense of 'beat' refers to the act of winning a competition, battle, or conflict. Examples: ""The team beat their opponents in the championship game.""
2. Overcome: This sense of 'beat' means to conquer or get the better of something, such as an obstacle or a challenge. Examples: ""She beat her fear of public speaking by facing it head-on.""
3. Conquer: Similar to the previous sense, 'beat' can also mean to subdue or bring under control. Examples: ""The army beat the rebels and restored order to the country.""
4. Exhaust: This sense of 'beat' refers to the act of wearing out or tiring someone or something. Examples: ""The long hike beat me down, and I was exhausted by the end.""
5. Outdo: This sense of 'beat' means to surpass or outperform someone or something. Examples: ""Her painting beat the one she entered in the art competition.""

Note that some of these senses can be used in different contexts or have subtly different connotations, but they are all distinct and valid ways in which 'beat' can be used in a transitive clause.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the cold weather.""
2. Inflict a strong blow with a belt: ""He belted the bully with a leather belt to defend his sister.""
3. Succeed in a big way; hit a home run: ""The team belted their opponents with a score of 10-0.""
4. Record a high number of sales or hits: ""The company belted out a record number of sales in the holiday season.""
5. Travel by car with a specific route or destination: ""They belted down the highway at 90 miles per hour, heading to the beach.""
6. Wear or display a belt as a fashion accessory: ""She belted her dress with a wide leather belt to accentuate her waist.""

Each of these senses of 'belt' can stand alone and does not depend on being the synonym of some other verb.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of break emphasizes the idea of something being physically damaged or disintegrating, such as breaking a glass or breaking a toy.

Example sentence: She broke the vase when she dropped it.

2. To interrupt or disrupt: This sense of break emphasizes the idea of something being stopped or interrupted, such as breaking a spell or breaking a routine.

Example sentence: The noise broke the silence of the library.

3. To divest oneself of something: This sense of break emphasizes the idea of someone getting rid of something, such as breaking a habit or breaking a rule.

Example sentence: She broke her addiction to smoking.

4. To penetrate or open up: This sense of break emphasizes the idea of something being penetrated or opened, such as breaking a code or breaking a seal.

Example sentence: The detective broke the case with a crucial piece of evidence.

5. To violate or disobey: This sense of break emphasizes the idea of something being violated or disobeyed, such as breaking a law or breaking a trust.

Example sentence: He was sent to jail for breaking the parole.

6. To cause to separate or part: This sense of break emphasizes the idea of something being caused to separate or part, such as breaking a tie or breaking a relationship.

Example sentence: The news broke their friendship apart.

7. To lessen or reduce: This sense of break emphasizes the idea of something being lessened or reduced, such as breaking a record or breaking a curse.

Example sentence: The new drug broke the record for the fastest-selling medication.

8. To express or convey: This sense of break emphasizes the idea of something being expressed or conveyed, such as breaking a silence or breaking a taboo.

Example sentence: She broke the news to her family gently.

These distinct senses of break demonstrate that the verb has multiple meanings and can be used in a variety of contexts, each with its own unique connotations and nuances.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a system, by combining parts or materials: ""The company is building a new headquarters.""
2. establish or develop a system, a process, or a structure, such as a business, a society, or a network: ""They spent years building their reputation.""
3. strengthen or fortify something, such as a relationship, a team, or a skill: ""She spent hours building her strength in the gym.""
4. accumulate or amass something, such as wealth, knowledge, or experience: ""He has been building his fortune for decades.""
5. improve or enhance something, such as a product, a service, or a system: ""They are building on last year's success.""

Note that these senses can be further subdivided into more specific meanings, but these five are the most common and general senses of the verb 'build' in transitive clauses.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Char or discolor by heat: ""The sun burned the grass, turning it brown.""
4. Use up or exhaust: ""We burned through our budget for the project.""
5. Have a strong emotion or desire: ""She burned with anger at the injustice.""
6. Turn or change color, especially red or purple: ""The sky burned with a brilliant sunset.""

Each of these senses of 'burn' can stand alone and describe a distinct action or state, and they do not depend on being the synonym of any other verb.</s>"
9,button,,monosemous
10,cast,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'cast' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'cast' when it is found in a transitive clause:

1. To project or throw something, such as a line, a shadow, or a spell: ""She cast a spell to protect her village.""
2. To select or choose someone or something for a particular role or purpose: ""He was cast as the lead in the play.""
3. To assign or attribute a role or character to someone or something: ""The director cast the villain as a young, handsome man.""
4. To project or send something forward, such as a video or audio recording: ""She cast the recording to the big screen.""
5. To create or shape something, such as a sculpture or a mold: ""The artist cast a bronze statue of her father.""
6. To predict or forecast something, such as a weather pattern or a financial trend: ""The meteorologist cast a storm warning for the weekend.""
7. To select or choose a course of action or decision, such as a vote or a strategy: ""The board of directors cast their votes for the new CEO.""
8. To redirect or refocus something, such as a beam of light or a line of inquiry: ""The scientist cast the laser beam onto a new target.""

These distinct senses of 'cast' can stand alone and do not depend on being the synonym of any other verb. Each sense has its own unique connotations and applications, and they can all be used in different contexts to convey specific meanings and ideas.</s>"
