,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat (something or someone) intentionally or neglectfully.
Example: ""She accused her ex-boyfriend of abusing her emotionally.""
2. Use something or someone for one's own benefit, often to the detriment of others.
Example: ""The corporation was accused of abusing its monopolistic power to suppress competition.""
3. Overuse or exhaust a resource, such as a substance or a person.
Example: ""The company was accused of abusing the city's water supply.""
4. Use coercive or manipulative tactics to dominate or control someone.
Example: ""The abusive partner threatened to leave if the victim did not comply with their demands.""
5. Treat someone with disrespect or cruelty, often through physical or emotional harm.
Example: ""The bully abused the victim both verbally and physically.""

Note that some of these senses can overlap or be interchangeable in certain contexts, but they are distinct enough to be listed separately. Additionally, the word ""abuse"" can have other senses in different contexts, such as ""abuse of power"" or ""drug abuse,"" but the above list focuses on its transitive senses.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. Endorse or support something or someone officially or formally.

Example: The board of directors approved the new marketing strategy.

2. Give permission or consent to something or someone.

Example: The parent approved the child's request to go to the party.

3. Show satisfaction or agreement with something or someone.

Example: The teacher approved of the student's project.

4. Confirm or verify something or someone as satisfactory or adequate.

Example: The quality control team approved the new product for launch.

5. Give a positive evaluation or assessment of something or someone.

Example: The restaurant received high approval ratings from the food critics.

6. Give a nod of approval or a sign of agreement.

Example: The audience approved of the performer's talent with applause.

7. Give a formal or official stamp of approval, such as a signature or a seal.

Example: The mayor approved the documents with her signature.

8. To regard something or someone as acceptable or suitable.

Example: The company approved the new supplier after conducting a thorough review.

9. To formally or officially sanction or license something or someone.

Example: The government approved the construction of the new dam.

10. To express satisfaction or pleasure with something or someone, often in a casual or informal way.

Example: The customer approved of the service they received at the restaurant.

I hope this helps! Let me know if you have any other questions.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. defeat: to win a competition or conflict by being better or more successful

Example sentence: ""The home team beat the visiting team in the championship game.""

2. exhaust: to tire or exhaust someone or something by subjecting it to physical or mental stresses

Example sentence: ""The long hike beat me up, but I made it to the top.""

3. overcome: to conquer or get the better of an obstacle or challenge

Example sentence: ""She beat the odds and graduated at the top of her class.""

4. speed: to move at a faster pace than someone or something else

Example sentence: ""He beat me to the finish line by a split second.""

5. stir: to mix or agitate something, such as a drum or a mixing bowl, with a beat or rhythm

Example sentence: ""She beat the batter with a wooden spoon to incorporate air.""

6. thrash: to physically or metaphorically attack or chastise someone or something

Example sentence: ""The critic beat the movie to a pulp in his review.""

7. unfold: to develop or progress over time, often in a gradual or iterative manner

Example sentence: ""The plot of the novel beat out in a series of twists and turns.""

8. warm up: to prepare or acclimate someone or something to a particular activity or environment

Example sentence: ""She beat the cold weather by wearing a thick coat and hat.""

9. whip: to lash or strike someone or something with a flexible or rigid object

Example sentence: ""The horse trainer beat the horse with a whip to make it run faster.""

10. win: to gain victory or succeed in a competition or challenge

Example sentence: ""The team beat the opposing team to win the championship.""</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is used when the verb is followed by a noun that is being held in place by a belt, such as ""belt around your waist"" or ""belt the box to the car.""

2. Hit or strike with a belt: This sense of ""belt"" is used when the verb is followed by a person or object that is being struck or hit with a belt, such as ""belt the ball out of the park"" or ""belt the criminal with a belt.""

3. Travel around the waist: This sense of ""belt"" is used when the verb is followed by a prepositional phrase indicating movement around the waist, such as ""belt around the block"" or ""belt the highway.""

4. Endure or withstand: This sense of ""belt"" is used when the verb is followed by a noun that is being subjected to a difficult or challenging situation, such as ""belt out a long performance"" or ""belt through a tough exam.""

5. Perform a specific action with a belt: This sense of ""belt"" is used when the verb is followed by a noun that is being used to perform a specific action, such as ""belt a sword"" or ""belt a drum.""

6. Surround or encircle with a belt: This sense of ""belt"" is used when the verb is followed by a prepositional phrase indicating that something is being surrounded or encircled with a belt, such as ""belt the city with a wall"" or ""belt the tree with a ribbon.""

7. Increase or intensify: This sense of ""belt"" is used when the verb is followed by a noun that is being increased or intensified, such as ""belt out the volume"" or ""belt the excitement.""

8. To be good at something: This sense of ""belt"" is used when the verb is followed by a noun that indicates a person's skill or proficiency at something, such as ""belt out a song"" or ""belt a killer dance move"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. shatter or smash something into pieces: ""The vase broke into a million pieces when it fell off the table.""
2. cause something to stop functioning or operating: ""The computer broke down during the important presentation.""
3. interrupt or disrupt something: ""The loud noise broke the silence of the library.""
4. separate or divide something into parts: ""The cook broke the chocolate bar into smaller pieces for everyone to share.""
5. defeat or overcome something: ""The team broke their opponent's defense to score a goal.""
6. release or free something from a constraint: ""The lock broke open with a key.""
7. cause something to change or be broken: ""The news broke the company's morale.""
8. cause someone to lose their concentration or composure: ""The unexpected question broke the candidate's train of thought.""
9. cause someone to become emotional or upset: ""The sad news broke her heart.""
10. cause something to be no longer usable or functional: ""The old car broke beyond repair.""

I hope that helps! Let me know if you have any other questions.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a system
	* Examples:
		+ The company is building a new headquarters.
		+ She built a treehouse for her children.
		+ They are building a new app for their business.
2. improve or enhance something, such as a skill or a relationship
	* Examples:
		+ He is building his leadership skills through training and experience.
		+ They are building their relationship by spending more time together.
		+ The team is building on their success from last season.
3. create or establish something as a foundation or basis
	* Examples:
		+ The company is building a strong foundation for their new product.
		+ She is building her reputation as an expert in her field.
		+ They are building a new system from scratch.
4. assemble or collect something, such as a piece of furniture or a set of tools
	* Examples:
		+ He is building a new bookshelf from wood and nails.
		+ She is building a toolkit for her next DIY project.
		+ They are building a collection of rare books.
5. grow or expand something, such as a business or a community
	* Examples:
		+ The company is building its customer base through targeted marketing campaigns.
		+ She is building a community of like-minded individuals through her blog and social media.
		+ They are building their business by investing in new equipment and technology.
6. create or establish a connection or relationship between people or things
	* Examples:
		+ He is building bridges between different departments within the company.
		+ She is building a network of contacts in her industry.
		+ They are building a partnership with a supplier to improve their supply chain.
7. improve or enhance something by adding features or functionality
	* Examples:
		+ The company is building on their existing product by adding new features.
		+ She is building on her knowledge of programming by learning new skills.
		+ They are building on their success"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Cause a strong emotion or reaction: ""Her words burned with anger.""
5. Char or mark with fire: ""The branding iron burned the cow's hide.""
6. Cause to wither or shrivel: ""The intense heat burned the grass.""
7. Melt or vaporize: ""The flames burned the plastic.""
8. Use up or consume excessively: ""I've been burning through my savings.""
9. undergo a chemical reaction: ""The fuel burned in the engine.""
10. be extremely successful or popular: ""The new movie is burning up the box office.""

Note that some of these senses may be more common or acceptable than others, depending on the context and register of the language. Additionally, some senses may have multiple sub-senses or nuances, depending on the specific usage and context.</s>"
9,button,,monosemous
