,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""abuse"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. To use something or someone for one's own benefit, often in a way that is harmful or exploitative. For example, ""He abused his power by taking bribes.""
2. To treat someone with cruelty or violence, often physically or emotionally. For example, ""She was abused by her ex-husband for years.""
3. To misuse or pervert something, such as a substance or a practice, for one's own gain. For example, ""Some people abuse prescription drugs to get high.""
4. To use something excessively or improperly, such as using a resource or a privilege beyond what is reasonable or appropriate. For example, ""He abused his authority by making unreasonable demands on his employees.""
5. To criticize or disparage someone unfairly or maliciously. For example, ""She was abused by her colleagues for her opinions.""

These senses of ""abuse"" can stand alone and do not depend on being the synonym of any other verb. They are all distinct and have different connotations and nuances, but they all share the idea of using something or someone in a way that is not appropriate or justified.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To give one's assent or agreement to something, often after a thorough examination or evaluation.

Example sentence: The manager approved the new marketing strategy after reviewing it with the team.

3. To rate or evaluate something positively, often after a thorough examination or experience.

Example sentence: The critic approved of the new restaurant's unique menu and exceptional service.

4. To give permission or consent to something, often after evaluating the risks and benefits.

Example sentence: The parent approved the teenager's request to attend the concert.

5. To be in favor of something or someone, often after considering different perspectives or options.

Example sentence: The audience approved of the performer's talented and entertaining act.

Note that these senses of 'approve' can stand alone and do not depend on being the synonym of some other verb. Each sense has a distinct meaning and usage, and they can all be used in different contexts and situations.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""beat"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. Defeat: In this sense, ""beat"" means to overcome or defeat someone in a competition, fight, or other challenge. Example: ""The team beat their opponents in the final match.""
2. Physically strike: In this sense, ""beat"" means to physically hit or strike someone or something with a weapon or one's own body. Example: ""The police beat the suspect during the arrest.""
3. Make rhythmic sounds: In this sense, ""beat"" refers to creating a rhythm or rhythmic pattern with a instrument, such as drums or a drum machine. Example: ""The DJ beat a catchy rhythm that got the crowd dancing.""
4. Overcome or surpass: In this sense, ""beat"" means to surpass or outdo someone or something, often in terms of performance or achievement. Example: ""She beat her own record in the 100-meter dash.""
5. Cook or prepare: In this sense, ""beat"" refers to mixing or blending ingredients together, often using a utensil such as a whisk or a mixer. Example: ""She beat the eggs and sugar together until they were well combined.""
6. Travel a route quickly: In this sense, ""beat"" means to travel a route or path quickly, often by a specific mode of transportation. Example: ""I beat the traffic and arrived at the airport on time.""
7. Exhaust or tire: In this sense, ""beat"" means to exhaust or tire someone or something, often through repeated physical or mental effort. Example: ""The long hike beat us all, and we were exhausted by the end.""
8. Use force or coercion: In this sense, ""beat"" means to use force or coercion to get someone to do something they do not want to do. Example: ""The police beat the suspect into confessing.""

I hope these senses of ""beat"" help you understand the verb's different meanings in transitive clauses!</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""belt"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. Fasten or secure with a belt: In this sense, ""belt"" is used to describe the act of attaching or fastening something with a belt, such as a piece of clothing or a tool. For example, ""She belted her coat to prevent it from flying away.""
2. Strike or hit with a belt: In this sense, ""belt"" is used to describe the act of hitting someone or something with a belt, often as a form of punishment or discipline. For example, ""The teacher belted the student for misbehaving in class.""
3. Use a belt as a weapon: In this sense, ""belt"" is used to describe the act of using a belt as a weapon, often in a violent or aggressive manner. For example, ""The gangster belted his opponent with a leather belt.""
4. Wrap or encircle with a belt: In this sense, ""belt"" is used to describe the act of wrapping or encircling something with a belt, such as a piece of cloth or a rope. For example, ""The hiker belted his waist with a leather belt to secure his pants.""
5. Implement or enforce a policy or rule: In this sense, ""belt"" is used to describe the act of implementing or enforcing a policy or rule, often in a strict or authoritarian manner. For example, ""The company belted a new policy to reduce waste.""

I hope that helps! Let me know if you have any other questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of break is often used to describe the physical act of breaking an object into pieces or shattering it into shards. For example, ""The vase broke into a hundred pieces when it fell to the ground.""
2. To interrupt or stop: This sense of break is often used to describe the act of interrupting a process or activity. For example, ""The news broke the silence of the room.""
3. To disrupt or damage: This sense of break is often used to describe the act of causing harm or damage to something. For example, ""The storm broke the dam and caused flooding in the town.""
4. To separate or divide: This sense of break is often used to describe the act of separating or dividing something into parts. For example, ""The company broke up into smaller teams to work on different projects.""
5. To overcome or conquer: This sense of break is often used to describe the act of overcoming an obstacle or challenge. For example, ""She broke the record by finishing the marathon in under three hours.""
6. To release or liberate: This sense of break is often used to describe the act of releasing something or someone from a constraint or bond. For example, ""The government broke the monopoly on the telecommunications industry.""
7. To reveal or disclose: This sense of break is often used to describe the act of revealing or disclosing information or a secret. For example, ""The investigation broke the story about the corruption scandal.""

Each of these senses of break can stand alone and do not depend on being the synonym of some other verb. They are distinct and can be used in different contexts to convey different meanings.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program, by assembling or combining parts or materials.
Example: ""They are building a new office tower.""
2. establish or develop something, such as a business, a community, or a reputation, by providing a foundation or a framework for its growth and success.
Example: ""She built a successful career as a lawyer.""
3. strengthen or improve something, such as a relationship, a skill, or a system, by adding or reinforcing its components.
Example: ""They are building trust between their teams.""
4. create or form something, such as a habit, a routine, or a culture, by gradually accumulating small actions or experiences over time.
Example: ""They are building a culture of innovation within their company.""
5. assemble or organize something, such as a collection, a database, or a system, by bringing together its components or elements.
Example: ""She built a comprehensive database of customer information.""

Note that these senses of 'build' are not mutually exclusive, and a single sentence or context may allow for multiple possible interpretations of the verb. Additionally, some senses of 'build' may be more common or idiomatic in certain contexts or dialects than others.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Char or discolor by heat: ""The sun burned the grass, turning it brown.""
4. Use up or exhaust: ""We burned through our budget for the project.""
5. Have a strong emotion or desire: ""She burned with anger at the injustice.""
6. Turn or change color, especially as a sign of embarrassment or shame: ""His face burned bright red when he was caught lying.""
7. Perform a burn, as in a dance move or a skilled maneuver: ""The breakdancer burned his way to victory in the competition.""
8. Use up or exhaust, especially by working hard: ""She burned the midnight oil to meet the deadline.""

Note that some of these senses can be used in both intransitive and transitive clauses, but I have only listed the transitive senses here. Additionally, some of these senses can be used in idiomatic expressions, such as ""burn the midnight oil"" or ""burn with anger,"" which have slightly different meanings than the basic senses listed above.</s>"
9,button,,monosemous
