,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own advantage, often to the detriment of the user or the thing being used.

Examples:

* She abused her power to get what she wanted.
* He abused his position of authority to take advantage of his subordinates.
* The company was accused of abusing their monopoly on the market.

2. To treat someone with cruelty or violence, often physically or emotionally.

Examples:

* He was accused of abusing his wife and children.
* The ex-partner was found guilty of abusing her former partner.
* The teacher was accused of abusing a student.

3. To use something in a way that is not intended or proper, often resulting in damage or harm.

Examples:

* The mechanic abused his tools by using them for tasks they were not designed for.
* The driver abused his vehicle by racing it recklessly.
* The student abused the internet by using it for illegal activities.

4. To take advantage of someone's trust or generosity for personal gain.

Examples:

* He was accused of abusing his friend's hospitality by staying longer than he was invited.
* The company was accused of abusing the goodwill of their customers by charging high fees.
* The politician was accused of abusing the public's trust by using campaign funds for personal expenses.

5. To use language or communication in a way that is not appropriate or respectful.

Examples:

* The comedian was accused of abusing his position by making offensive jokes.
* The politician was accused of abusing the media by spreading false information.
* The employee was accused of abusing the company's email system by sending inappropriate messages.

I hope this helps! Let me know if you have any further questions.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often informally or tacitly.

Example sentence: The teacher approved of the student's presentation, even though it was not perfect.

3. To give permission or consent to something, often after evaluating the potential risks or benefits.

Example sentence: The parent approved the teenager's request to attend the concert.

4. To ratify or confirm something, such as a decision or an action taken by someone else.

Example sentence: The board of directors approved the CEO's proposal to expand the company.

5. To give a seal of approval to something, often indicating that it meets certain standards or qualifications.

Example sentence: The certification body approved the new product as meeting the industry standards.

Note that some of these senses may overlap or be used in different contexts, but they are distinct enough to be listed separately.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. defeat: to win a competition or conflict by being better or more successful.

Example sentence: ""She beat her opponent in the tennis tournament.""

2. overcome: to successfully deal with or prevail over a difficulty or challenge.

Example sentence: ""He beat the addiction and is now living a healthy life.""

3. exhaust: to tire or wear out something or someone through continuous usage or effort.

Example sentence: ""The long hike beat us down, and we were exhausted by the end.""

4. mix: to combine or blend something with other ingredients or elements.

Example sentence: ""She beat the eggs and sugar together to make a cake.""

5. shape: to alter the form or size of something using force or pressure.

Example sentence: ""The blacksmith beat the metal into a horseshoe shape.""

6. stir: to mix or blend something by moving it around with a stick or other object.

Example sentence: ""She beat the soup to make sure all the ingredients were well combined.""

7. thrash: to physically attack or hit someone or something with a violent motion.

Example sentence: ""The angry mob beat the protesters with sticks and rocks.""

8. utilize: to make practical use of something, often to get an advantage or achieve a goal.

Example sentence: ""She beat her talent for painting to become a successful artist.""

Please note that some of these senses of ""beat"" can be used as intransitive verbs as well, depending on the context and the intended meaning.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the storm.""
2. Use a belt as a weapon: ""The attacker belted his opponent with a heavy leather belt.""
3. Win or achieve something impressively: ""The team belted their way to victory in the championship game.""
4. Give someone a thorough beating or thrashing: ""The bully belted the smaller boy until he was left crying on the ground.""
5. Pass or traverse a difficult or challenging section of terrain: ""The hikers had to belt their way through the treacherous mountain pass.""

Note that some of these senses may be more common or acceptable in certain contexts than others, and some may be regional or idiomatic variations.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. shatter or smash something into pieces (e.g. ""She broke the vase"").
2. cause something to stop functioning or malfunction (e.g. ""The computer broke down and we had to restart it"").
3. interrupt or disrupt a process or activity (e.g. ""The meeting was broken up by the fire alarm"").
4. separate or divide something into parts (e.g. ""She broke the cookie into pieces"").
5. cause something to change or be broken up (e.g. ""The news broke our hearts"").
6. cause someone to stop doing something (e.g. ""The teacher broke the students of their bad habit"").
7. cause something to penetrate or be broken through (e.g. ""The bullet broke through the wall"").
8. cause someone to lose their concentration or composure (e.g. ""The surprise party broke him"").

Note that some of these senses may be more common or accepted than others, depending on the context and the specific usage of the verb. Additionally, some senses may have more than one way to express them, and some senses may overlap or have similar meanings.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program.
2. establish or develop something, such as a business, a relationship, or a skill.
3. strengthen or improve something, such as a structure, a team, or a system.
4. accumulate or amass something, such as wealth, knowledge, or experience.
5. assemble or put together something, such as a piece of furniture, a device, or a team.

Note that some of these senses may be more common or more specific depending on the context in which the verb is used. Additionally, there may be other possible senses of the verb 'build' that are not listed here, as the verb can have a range of meanings and uses depending on the situation.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Cause a strong emotion or reaction: ""Her words burned with anger.""
5. Char or mark with fire: ""The branding iron burned the cow's hide.""
6. Cause a substance to undergo a chemical change by heat: ""The chemist burned the experiment to produce a new compound.""
7. Use up or exhaust a substance by heat: ""I burned through the propane tank while grilling.""

Note that there may be other senses of the verb ""burn"" depending on the context, but the above are some of the most common and distinct senses.</s>"
9,button,,monosemous
