,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to the detriment of the user or the thing being used.
Example: She abused her power by taking bribes.
2. To treat someone with cruelty or violence, often physically or emotionally.
Example: He abused his wife and children.
3. To use something or someone in a way that is not intended or proper, often resulting in damage or harm.
Example: The company abused their market dominance by engaging in anti-competitive practices.
4. To exaggerate or misuse something, often for comedic effect.
Example: He abused the company's expense account to buy a new computer.
5. To use something or someone in a way that is excessive or excessively frequent.
Example: She abused her prescription medication, taking it more often than prescribed.
6. To take advantage of someone or something, often for personal gain.
Example: He abused his position of authority to take kickbacks from his subordinates.
7. To use someone or something for one's own pleasure, often without considering their needs or well-being.
Example: She abused her position of power to take sexual advantage of her subordinates.
8. To use someone or something in a way that is not ethical or legal.
Example: The company abused their position of power by bribing government officials to secure contracts.

I hope this helps! Let me know if you have any other questions.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally:
	* The board of directors approved the new marketing strategy.
	* The government approved the construction of a new highway.
2. To accept or ratify something as satisfactory or adequate:
	* The teacher approved the student's research paper.
	* The client approved the design proposal.
3. To give permission or consent to something:
	* The parent approved the child's request to go to the party.
	* The boss approved the employee's request for a vacation day.
4. To be in favor of or supportive of something morally or ethically:
	* The community approved of the new recycling program.
	* The church approved of the charity event.
5. To evaluate something as good or satisfactory, especially in terms of quality or performance:
	* The critic approved of the new restaurant's menu.
	* The test approved the new software's functionality.
6. To give a positive opinion or review of something, especially in a formal or official capacity:
	* The expert approved the new product's safety features.
	* The review board approved the film's content.
7. To sign off on or ratify a document or agreement:
	* The lawyer approved the contract.
	* The government approved the treaty.
8. To sanction or authorize something, especially in a legal or official capacity:
	* The judge approved the search warrant.
	* The council approved the zoning changes.

These are just a few examples of the distinct possible senses of the verb 'approve' when it is found in a transitive clause. Depending on the context and the specific wording of the sentence, the meaning of 'approve' can vary widely.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. To overcome or surpass: ""The team beat their rival in the championship game.""
2. To win over or gain an advantage over: ""She beat the traffic and arrived on time.""
3. To physically strike or hit: ""He beat the drum with a stick.""
4. To exhaust or tire out: ""The long hike beat us down and we were exhausted.""
5. To outdo or excel: ""She beat her personal best time in the marathon.""
6. To be better or more effective than: ""This new recipe really beats the old one.""
7. To be the first to reach a destination: ""He beat the crowd and got there before anyone else.""
8. To be victorious or successful in a competition: ""The football team beat their opponents in the playoffs.""
9. To be more advanced or developed than: ""This new technology really beats the old one.""
10. To be superior to or have an advantage over: ""She beat the other candidates for the job.""

I hope that helps! Let me know if you have any other questions.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is used when the verb is followed by a noun that indicates the object being fastened or secured, such as ""belt my pants,"" ""belt my waist,"" or ""belt the bag to the car.""
2. Inflict a heavy blow or punishment: This sense of ""belt"" is used when the verb is used to describe a physical or metaphorical attack, such as ""belt the opponent with a powerful punch"" or ""belt the company with a lawsuit.""
3. Move at high speed or travel quickly: This sense of ""belt"" is used when the verb is used to describe movement or travel, such as ""belt down the highway"" or ""belt across the country.""
4. Perform an action with great enthusiasm or energy: This sense of ""belt"" is used when the verb is used to describe a performance or activity that is done with great passion or intensity, such as ""belt out a song"" or ""belt a speech.""
5. Win or achieve something decisively: This sense of ""belt"" is used when the verb is used to describe a victory or achievement that is decisive or impressive, such as ""belt the competition"" or ""belt the challenge.""

I hope that helps! Let me know if you have any other questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of break is often used to describe the destruction or disintegration of objects or materials. Examples:
	* The vase broke into a hundred pieces when it fell to the ground.
	* The storm broke the branches off the tree.
2. To interrupt or disrupt: This sense of break is often used to describe the interruption of an activity or process. Examples:
	* The news broke the tension in the room.
	* The power outage broke the flow of the meeting.
3. To violate or disobey: This sense of break is often used to describe the act of disobeying a rule or law. Examples:
	* The student broke the rules by cheating on the test.
	* The company broke the law by dumping toxic waste.
4. To separate or divide: This sense of break is often used to describe the act of dividing something into two or more parts. Examples:
	* The company broke the project into smaller tasks to make it more manageable.
	* The chef broke the eggs into a bowl before scrambling them.
5. To overcome or surpass: This sense of break is often used to describe the act of exceeding a limit or boundary. Examples:
	* The athlete broke the world record by seconds.
	* The company broke sales projections by 20%.
6. To release or free: This sense of break is often used to describe the act of setting someone or something free from a constraint or bond. Examples:
	* The musician broke free from the constraints of traditional music to create something new.
	* The prisoner broke out of jail with the help of a fellow inmate.
7. To cause to stop functioning: This sense of break is often used to describe the act of causing something to fail or malfunction. Examples:
	* The technician broke the computer by installing the wrong software.
	* The storm broke the power grid, leaving thousands without electricity.
8. To cause to change or shift: This sense of break is often used to describe the act of causing something to change its course or direction. Examples:
	*"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program: ""They are building a new office tower.""
2. assemble or put together something, such as a piece of furniture or a car: ""She spent all day building IKEA furniture.""
3. establish or strengthen a relationship, such as a romantic or professional one: ""They are building a strong connection with their clients.""
4. develop or improve a skill or ability: ""He's been building his speaking skills by taking classes.""
5. create or enhance a reputation or status: ""She's been building her brand as a fashion influencer.""
6. accumulate or grow something, such as wealth, knowledge, or experience: ""They are building their savings for a down payment on a house.""
7. erect or set up a structure, such as a building or a monument: ""The company is building a new headquarters.""
8. establish or settle in a place, such as a new home or a new community: ""They are building a new life in the suburbs.""
9. create or form a habit or routine: ""She's been building a daily exercise habit.""
10. enhance or improve the quality of something, such as a product or a service: ""The company is building a better product with customer feedback.""

I hope that helps! Let me know if you have any other questions.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""burn"" when it is found in a transitive clause:

1. To consume or destroy by fire: ""The fire burned down the old warehouse.""
2. To cause intense heat or energy: ""The sun's rays burned down on the desert.""
3. To char or scorch: ""The flames burned the edges of the wood.""
4. To cause emotional pain or distress: ""His words burned like acid.""
5. To exhaust or overwork: ""She was burned out from working too many hours.""
6. To use up or deplete a resource: ""They burned through their entire budget.""
7. To speed or travel at high velocity: ""The car burned down the highway.""
8. To perform an action with great intensity or passion: ""He burned the stage with his powerful performance.""
9. To undergo a transformation or change: ""The caterpillar burned into a beautiful butterfly.""
10. To experience a strong emotion or sensation: ""The music burned through her soul.""

Each of these senses of ""burn"" captures a distinct meaning or usage of the verb, and they can be applied in different contexts to convey a range of ideas and emotions.</s>"
9,button,,monosemous
10,cast,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'cast' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'cast' when it is found in a transitive clause:

1. To project or throw something, such as a line, a spell, or a shadow:
	* Examples:
		+ The actor cast a long shadow on the ground.
		+ She cast a spell to protect herself from harm.
		+ He cast his line into the water and waited for a bite.
2. To choose or select someone or something for a particular role or purpose:
	* Examples:
		+ The director cast the lead actor in the movie.
		+ The team cast their vote for the new project.
		+ The company cast doubt on the rumors of a merger.
3. To assign or attribute a particular role or quality to someone or something:
	* Examples:
		+ The script casts the villain as a stereotypical character.
		+ The painting casts a warm glow over the room.
		+ The song casts a melancholic mood.
4. To create or shape something using a mold or a form:
	* Examples:
		+ The sculptor cast a bronze statue of a bear.
		+ The chef cast a chocolate cake in the shape of a heart.
		+ The foundry cast the engine block in iron.
5. To predict or forecast something, such as a future event or trend:
	* Examples:
		+ The weather forecast casts a chance of rain for tomorrow.
		+ The financial analyst casts a positive outlook for the company's stock.
		+ The astrologer casts a horoscope for the coming year.
6. To put or place something in a particular position or location:
	* Examples:
		+ The architect cast the building's entrance in a prominent position.
		+ The gardener cast the tree's roots in a strategic location.
		+ The artist cast the sculpture in the center of the room.
7. To redirect or divert something, such as a stream of water or a line of thought:
	* Examples:
		+ The engineer cast the water from the"
