,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to the detriment of the user or the thing being used. For example, ""He abused his power by taking bribes.""
2. To treat someone with cruelty or mistreatment, often physically or emotionally. For example, ""She was abused by her stepfather as a child.""
3. To use drugs or other substances in a harmful or excessive manner. For example, ""He abused prescription painkillers and became addicted.""
4. To manipulate or deceive someone for personal gain. For example, ""She was abused by her ex-partner, who was emotionally manipulative.""
5. To subject someone or something to excessive or unwarranted use or stress. For example, ""The car was abused by driving it too fast and too recklessly.""

Note that some of these senses can be related to each other, and there may be some overlap between them. However, each sense has a distinct meaning and connotation, and they can all be used in different contexts and situations.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often informally or tacitly.

Example sentence: The teacher approved of the student's presentation, even though it was not perfect.

3. To give permission or consent to something, often after evaluating the potential risks or benefits.

Example sentence: The parent approved the teenager's request to attend the concert.

4. To ratify or confirm something, such as a decision or an action taken by someone else.

Example sentence: The board of directors approved the CEO's proposal for a new marketing strategy.

5. To forgive or pardon someone for a wrongdoing or a mistake, often after considering the circumstances or the person's remorse.

Example sentence: The court approved the defendant's request for probation, taking into account their remorse and cooperation.

Note that these senses are not mutually exclusive, and the verb ""approve"" can often be used in multiple senses in different contexts.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. Defeat: This sense of ""beat"" refers to winning a competition or battle. For example: ""The team beat their opponents in the final match.""
2. Conquer: Similar to defeat, this sense of ""beat"" refers to overpowering or subduing someone or something. For example: ""The army beat the enemy in a fierce battle.""
3. Overcome: This sense of ""beat"" means to surmount or overpower an obstacle or challenge. For example: ""She beat her addiction to drugs after years of struggling.""
4. Exhaust: This sense of ""beat"" means to wear out or tire someone or something. For example: ""The long hike beat him down, and he had to take a break.""
5. Intimidate: This sense of ""beat"" means to scare or intimidate someone into doing something. For example: ""The bully beat up the smaller kid to make him do his homework.""
6. Outdo: This sense of ""beat"" means to surpass or outperform someone or something. For example: ""She beat her personal best time in the marathon by several minutes.""
7. Wear out: This sense of ""beat"" means to use something until it is no longer usable. For example: ""The old car was beaten out from years of use.""

Note that some of these senses of ""beat"" can be used in different contexts and may have slightly different connotations or nuances.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the storm.""
2. Use a belt as a weapon: ""The attacker belted his opponent with a leather belt.""
3. Give a powerful, impressive performance: ""The band belted out their biggest hits at the concert.""
4. Travel or move at high speed: ""The car belted down the highway, going over 90 miles per hour.""
5. Make something, such as a dress or a suit, with a belt: ""The seamstress belted the garment with a wide leather belt.""

I hope that helps! Let me know if you have any other questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense is often used to describe the physical breaking of objects, such as breaking a vase or breaking a toy.

Example sentence: She accidentally broke the vase.

2. To cause a connection or relationship to end: This sense is often used to describe the breaking of a promise, a relationship, or a rule.

Example sentence: He broke his promise to me.

3. To interrupt or disrupt: This sense is often used to describe the breaking of a pattern or a spell, such as breaking a silence or breaking a spell of bad weather.

Example sentence: The storm broke the heat wave.

4. To reveal or disclose: This sense is often used to describe the breaking of news or the breaking of a secret.

Example sentence: The journalist broke the story about the government's corruption.

5. To overcome or conquer: This sense is often used to describe the breaking of a barrier or a challenge, such as breaking a record or breaking a habit.

Example sentence: She broke the world record in the marathon.

6. To cause someone to fail or be defeated: This sense is often used to describe the breaking of a person's spirit or their will to continue, such as breaking their will to resist.

Example sentence: The intense training broke his spirit and he quit the team.

7. To damage or harm: This sense is often used to describe the breaking of something that causes harm or injury, such as breaking a bone or breaking a law.

Example sentence: The car accident broke his leg.

8. To change or transform: This sense is often used to describe the breaking of a pattern or a cycle, such as breaking a habit or breaking a cycle of poverty.

Example sentence: The new policy broke the cycle of poverty in the community.

9. To release or set free: This sense is often used to describe the breaking of a bond or a tie, such as breaking a promise or breaking a curse.

Example sentence: The spell broke the curse and set the princess free.

10. To surpass or exceed: This sense is often used to describe the breaking of"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. Construct or create something, such as a building, a bridge, or a machine.
Example: ""They are building a new office tower.""
2. Develop or improve something, such as a skill or a relationship.
Example: ""She is building her confidence in public speaking.""
3. Assemble or put together something, such as a piece of furniture or a machine.
Example: ""He is building a new computer from scratch.""
4. Create or establish something, such as a business or an organization.
Example: ""They are building a successful startup.""
5. Enhance or strengthen something, such as a community or a reputation.
Example: ""She is building a strong network of contacts in the industry.""
6. Form or create something, such as a theory or a concept.
Example: ""He is building a new framework for understanding the universe.""
7. Grow or cultivate something, such as a garden or a crop.
Example: ""They are building a thriving farm on their land.""
8. Improve or repair something, such as a car or a house.
Example: ""He is building a new engine for his classic car.""
9. Innovate or create something new, such as a product or a technology.
Example: ""They are building a revolutionary new device that will change the world.""
10. Strengthen or fortify something, such as a relationship or a structure.
Example: ""She is building a stronger bond with her family.""

I hope that helps! Let me know if you have any other questions.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Cause a strong emotion or reaction: ""Her words burned with anger.""
5. Char or mark with fire: ""The branding iron burned the cow's hide.""
6. Cause a substance to undergo a chemical change by heat: ""The chemist burned the experiment to produce a new compound.""
7. Use up or exhaust a substance by heat: ""The stove burned the gas to cook the meal.""

Note that some of these senses may have multiple meanings or nuances, but these are the main distinct possible senses of the verb 'burn' in transitive clauses.</s>"
9,button,,monosemous
