,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to the detriment of the user or the thing being used.
Example: She abused her power by taking bribes.
2. To treat someone with cruelty or violence, often physically or emotionally.
Example: He abused his wife and children.
3. To use something or someone in a way that is not intended or proper, often resulting in damage or harm.
Example: The company abused their market dominance by price-fixing.
4. To exploit or manipulate someone for personal gain.
Example: The politician was accused of abusing his position for personal enrichment.
5. To use language or a situation to one's own advantage, often by distorting the truth or using manipulative tactics.
Example: The lawyer abused the legal system to win the case.
6. To use a substance or a resource in excess or in a way that is not intended, leading to negative consequences.
Example: The company abused their resources by overproducing and causing environmental damage.
7. To take advantage of a situation or a person's vulnerability for personal gain.
Example: The scammer abused the victim's trust to steal their money.

Each of these senses of 'abuse' can stand alone and do not depend on being the synonym of some other verb. They all describe a situation where someone is using something or someone in a way that is not intended, proper, or ethical, often resulting in negative consequences for the user or the thing being used.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often enthusiastically or warmly.

Example sentence: She approved of the new marketing strategy and encouraged the team to implement it.

3. To give permission or consent to something, often after evaluation or deliberation.

Example sentence: The school principal approved the student's request for a field trip.

4. To be in favor of or supportive of someone or something, often without necessarily expressing explicit approval.

Example sentence: The crowd approved of the performer's talent and energy.

5. To verify or confirm something, often after examining it or investigating it.

Example sentence: The quality control team approved the batch of products after testing them.

6. To accept or embrace something willingly or gladly, often with enthusiasm.

Example sentence: He approved of the new challenge and was eager to start working on it.

7. To give a seal of approval to something, often indicating that it meets certain standards or qualifications.

Example sentence: The certification body approved the company's products as meeting industry standards.

8. To give a nod of approval to someone or something, often indicating that they are worthy of respect or admiration.

Example sentence: The teacher approved of the student's hard work and dedication.

These senses of 'approve' can stand alone and do not depend on being the synonym of any other verb. Each sense has its own unique connotations and uses, and they can all be used in different contexts to convey different meanings.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. To overcome or surpass (something or someone):
	* ""The team beat their rival in the championship game.""
	* ""She beat her personal best time in the marathon.""
2. To physically strike or hit (something or someone):
	* ""He beat the drum with a stick.""
	* ""The police beat the suspect during the interrogation.""
3. To outdo or outperform (someone or something):
	* ""She beat her colleague in the sales competition.""
	* ""The new smartphone beat its predecessor in terms of features and performance.""
4. To overpower or dominate (someone or something):
	* ""The stronger player beat his opponent in the tennis match.""
	* ""The storm beat down on the city, causing widespread damage.""
5. To create or produce (something) by using a particular method or instrument:
	* ""The baker beat the dough to make it rise.""
	* ""The musician beat the drums to create a lively rhythm.""
6. To cause (something) to move or operate by using a particular method or instrument:
	* ""The mechanic beat the engine to check for any issues.""
	* ""The pilot beat the plane to take off and reach cruising altitude.""
7. To exhaust or tire (someone or something) by using a particular method or activity:
	* ""The marathon beat the runners to their limits.""
	* ""The intense workout beat the gym-goers, leaving them exhausted.""

These senses of 'beat' can stand alone and do not depend on being the synonym of some other verb. Each sense has a distinct meaning and can be used in different contexts to convey a specific message.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is used when the verb is followed by a noun that is being held in place by a belt, such as ""belt around your waist"" or ""belt the box to the car.""
2. Inflict a violent beating: This sense of ""belt"" is used when the verb is followed by a noun that refers to a person or an animal that is being physically harmed, such as ""belt the bully"" or ""belt the dog.""
3. Move quickly and forcefully: This sense of ""belt"" is used when the verb is followed by a noun that refers to a person or an object that is moving quickly and forcefully, such as ""belt down the highway"" or ""belt the ball out of the park.""
4. Convey or transmit (something) quickly and efficiently: This sense of ""belt"" is used when the verb is followed by a noun that refers to an idea, a message, or a product that is being quickly and efficiently conveyed or transmitted, such as ""belt out a message"" or ""belt a new product to market.""
5. Wear or use a belt as a fashion accessory: This sense of ""belt"" is used when the verb is followed by a noun that refers to a fashion accessory, such as ""belt around your waist"" or ""belt a dress.""

Each of these senses of ""belt"" can stand alone and do not depend on being the synonym of some other verb. They are distinct and separate meanings of the verb, and they can all be used in different contexts and situations.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of break refers to the physical act of breaking something into pieces or shattering it into fragments. For example, ""The vase broke into a thousand pieces when it fell to the ground.""
2. To interrupt or disrupt: This sense of break refers to the act of interrupting or disrupting a process, activity, or flow of events. For example, ""The news broke the silence of the room.""
3. To release or liberate: This sense of break refers to the act of releasing or liberating something or someone from a confined or restricted state. For example, ""The storm broke the drought in the region.""
4. To divide or separate: This sense of break refers to the act of dividing or separating something into two or more parts. For example, ""The company broke up into smaller teams to work on different projects.""
5. To overcome or conquer: This sense of break refers to the act of overcoming or conquering an obstacle, challenge, or barrier. For example, ""The athlete broke the record by pushing herself to her limits.""
6. To change or alter: This sense of break refers to the act of changing or altering something in a significant way. For example, ""The new policy broke with tradition and introduced a more modern approach.""
7. To end or terminate: This sense of break refers to the act of ending or terminating a process, activity, or relationship. For example, ""The company broke off negotiations when it became clear that a deal was not possible.""
8. To reveal or expose: This sense of break refers to the act of revealing or exposing something that was previously hidden or concealed. For example, ""The investigation broke open the conspiracy and brought the culprits to justice.""
9. To cause to malfunction or fail: This sense of break refers to the act of causing something to malfunction or fail, often suddenly or unexpectedly. For example, ""The software bug broke the system, causing it to crash.""
10. To surpass or exceed: This sense of break refers to the act of surpassing or exceeding a previous limit or standard. For example, ""The new product broke all sales records and exceed"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program, by assembling or combining parts or materials.
Example: ""They spent years building their dream house.""
2. establish or develop something, such as a business, a relationship, or a reputation, by adding elements or resources over time.
Example: ""She spent her entire career building her brand.""
3. improve or enhance something, such as a skill, a system, or a process, by adding new elements or refining existing ones.
Example: ""He spent the summer building his tennis game.""
4. create or form a mental or emotional connection with someone or something, such as a memory, a habit, or a belief.
Example: ""Their shared experiences built a strong bond between them.""
5. gather or collect resources, such as information, materials, or support, in order to achieve a goal or complete a task.
Example: ""She spent the day building a case for her proposal.""
6. develop or strengthen a community, a network, or a relationship by adding new members, connections, or resources.
Example: ""The organization has been building its membership base for years.""
7. create or fabricate a story, a scenario, or an explanation, often with a specific purpose or intent.
Example: ""He built a narrative around his past to explain his actions.""
8. physically or metaphorically construct something, such as a bridge, a road, or a metaphor, by combining elements or resources.
Example: ""The team spent the weekend building a new deck.""
9. create or establish a system, a process, or a structure, such as a business model, a social hierarchy, or a set of rules.
Example: ""The company spent months building a new supply chain.""
10. increase or enhance the power, the influence, or the reputation of something, such as a person, an organization, or an idea.
Example: ""Her speech built momentum for the movement.""

These senses of 'build' can stand alone and do not depend on being the synonym of some other verb. Each sense has a unique meaning and connotation, and they can all be used in different contexts to convey"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Embarrass or shame someone: ""His mistake burned him in front of his colleagues.""
5. Have a strong desire or passion for something: ""She's burning to become a successful artist.""
6. Move quickly or energetically: ""The runner burned down the track with incredible speed.""
7. Have a lasting impact or impression: ""The memory of her grandmother's wisdom burns deep in her heart.""
8. Convert biomass into energy: ""The power plant burns wood chips to produce electricity.""
9. Use up or deplete a supply: ""The company burned through their budget for the project.""
10. Experience a strong emotion, such as anger or frustration: ""He burned with rage when he found out about the betrayal.""

Each of these senses of 'burn' is distinct and can stand alone, and they do not depend on being the synonym of some other verb.</s>"
9,button,,monosemous
