,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own advantage, often to the detriment of the user or the thing being used.
Example sentence: ""She abused her power to get ahead in her career.""
2. To mistreat or harm someone, often physically or emotionally.
Example sentence: ""He was accused of abusing his wife and children.""
3. To use something in a way that is not intended or proper, often resulting in damage or malfunction.
Example sentence: ""The mechanic abused the car's engine, causing it to break down.""
4. To exploit or take advantage of someone or something for personal gain, often in a way that is considered immoral or unethical.
Example sentence: ""The company was accused of abusing its market dominance to stifle competition.""
5. To use language or speech in a way that is offensive or hurtful to others.
Example sentence: ""The comedian was criticized for abusing his platform to make derogatory comments about marginalized groups.""

I hope that helps! Let me know if you have any further questions or if you would like me to elaborate on any of these senses.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after lengthy discussions.

2. To express favor or agreement, often enthusiastically or warmly.

Example sentence: My parents always approve of my choices and encourage me to pursue my dreams.

3. To give permission or consent, especially in a formal or official capacity.

Example sentence: The government approved the construction of a new highway.

4. To ratify or confirm something, such as a decision or a course of action.

Example sentence: The board of directors approved the company's financial reports.

5. To be in accord with one's values, beliefs, or principles, often in a moral or ethical sense.

Example sentence: She approved of the group's decision to donate the money to charity.

Note that these senses are not mutually exclusive, and the context of the sentence can affect the specific sense of the verb 'approve' that is intended.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. To overcome or defeat: ""She beat the heat by staying inside during the hottest part of the day.""
2. To surpass or outdo: ""He beat his personal best time in the marathon by five minutes.""
3. To sound or play a drum or other instrument: ""The band beat out a lively rhythm on their drums.""
4. To cook or prepare food by pounding or striking it: ""She beat the chicken breasts to make them tender and juicy.""
5. To be the first to reach a place or achieve something: ""He beat his opponent to the finish line by a nose.""
6. To repeatedly strike or hit something: ""The rain beat against the windows all night long.""
7. To become exhausted or drained: ""After running three miles, I beat from exhaustion.""
8. To be superior or more successful than others: ""Her book beat all the others in the bestseller list.""
9. To be more than enough or adequate: ""There's no need to bring more food, what we have will beat our hunger.""
10. To be in a state of turmoil or disarray: ""The company was in a state of beat after the CEO left suddenly.""

Note that some of these senses may have subtly different connotations or nuances, depending on the context in which the verb is used.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is the most common and refers to the act of attaching or fastening something with a belt or a similar strap. For example: ""She belted her coat to keep it from blowing away.""
2. Hit or strike with a belt: This sense of ""belt"" is often used in the context of physical punishment or discipline. For example: ""The teacher belted the student for misbehaving in class.""
3. Use a belt as a weapon: This sense of ""belt"" is more figurative and refers to using one's belt as a weapon or a means of defending oneself. For example: ""The protesters belted the police with their own batons.""
4. Wear a belt as an article of clothing: This sense of ""belt"" is the most common and refers to wearing a belt as a fashion accessory or as a means of holding up one's pants or skirt. For example: ""He belted his jeans with a leather belt.""
5. Use a belt to move or convey something: This sense of ""belt"" is more figurative and refers to using a belt or a similar strap to move or convey something. For example: ""She belted the luggage onto the conveyor belt.""
6. Use a belt to achieve a goal or objective: This sense of ""belt"" is more figurative and refers to using a belt or a similar strap as a metaphor for achieving a goal or objective. For example: ""He belted the championship with a single swing.""

I hope that helps! Let me know if you have any further questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of ""break"" implies a physical breaking or shattering of an object or a material. Examples:
	* The vase broke into pieces when it fell to the ground.
	* The glass shattered into shards when it was dropped.
2. To interrupt or disrupt: This sense of ""break"" implies a disturbance or disruption of a process, activity, or flow. Examples:
	* The news broke the silence in the room.
	* The storm broke the routine of the daily commute.
3. To divest oneself of something: This sense of ""break"" implies a release or separation from something that was previously attached or connected. Examples:
	* She broke free from the chains that bound her.
	* He broke off the relationship when he discovered the truth.
4. To violate or transgress: This sense of ""break"" implies a violation or transgression of a rule, law, or boundary. Examples:
	* The company broke the law by polluting the environment.
	* She broke the rules by cheating on the test.
5. To wear out or exhaust: This sense of ""break"" implies a gradual depletion or exhaustion of resources, energy, or endurance. Examples:
	* The intense exercise broke me down physically and mentally.
	* The long journey broke the horse, and it could no longer run.
6. To establish a new record or mark: This sense of ""break"" implies a surpassing of a previous best or standard. Examples:
	* She broke the world record in the 100-meter dash.
	* The team broke their own record for the most wins in a season.

These are the distinct possible senses of the verb 'break' when it is found in a transitive clause. As you can see, the sense of ""break"" can vary depending on the context and the words that accompany it, and each sense has its own unique nuances and connotations.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program.
Example: ""They are building a new office tower.""
2. improve or enhance something, such as a skill or a relationship.
Example: ""She is building her confidence in public speaking.""
3. assemble or put together something, such as a piece of furniture or a machine.
Example: ""He is building a new bicycle from scratch.""
4. develop or grow something, such as a business or a community.
Example: ""The company is building a strong presence in the market.""
5. create or establish a system or structure, such as a legal framework or a social hierarchy.
Example: ""The government is building a new healthcare system.""
6. increase or strengthen something, such as a reputation or a network.
Example: ""Her successful project has built her reputation as an expert in her field.""
7. make something, such as a product or a decision, by combining various elements or resources.
Example: ""They are building a new product line by combining their expertise in technology and design.""
8. establish or solidify a connection or relationship, such as a friendship or a partnership.
Example: ""Their shared experience built a strong bond between them.""

Note that some of these senses may overlap or have subtle shades of meaning, and there may be other possible senses of the verb 'build' depending on the context in which it is used.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. To consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. To cause intense heat or a fiery sensation: ""The spicy dish burned my tongue.""
3. To char or scorch something: ""The sun burned the grass, turning it brown.""
4. To burn with a strong emotion or passion: ""Her eyes burned with anger as she confronted her nemesis.""
5. To use up or expend something, such as energy or resources: ""He burned through his savings on a lavish vacation.""
6. To have a strong desire or craving for something: ""She burns to travel the world and experience new cultures.""
7. To be extremely skilled or talented at something: ""He burns the dance floor with his moves.""
8. To be in a state of intense activity or excitement: ""The city burns with energy and excitement at night.""

Note that some of these senses may overlap or have subtly different connotations depending on the context in which the verb is used.</s>"
9,button,,monosemous
