,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat something or someone, often for personal gain or to achieve a desired outcome. This sense of abuse can refer to physical, emotional, or sexual abuse, as well as the misuse of power, authority, or resources.
2. Use something or someone in a way that is excessive or unnecessary, often resulting in harm or damage. This sense of abuse can refer to drug abuse, alcohol abuse, or the abuse of technology.
3. Take advantage of someone or something for personal gain, often in a manipulative or exploitative way. This sense of abuse can refer to emotional manipulation, financial exploitation, or the abuse of trust.
4. Treat someone or something with contempt or disregard, often in a way that is cruel or dismissive. This sense of abuse can refer to verbal abuse, psychological abuse, or the abuse of power.
5. Use someone or something for a purpose that is not intended or appropriate, often resulting in harm or damage. This sense of abuse can refer to the abuse of a privilege, the abuse of a resource, or the abuse of a system.

It's worth noting that some of these senses of abuse can overlap or coexist in a given context, and that the specific sense of abuse can depend on the context and the intended meaning of the verb in the transitive clause.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often enthusiastically or warmly.

Example sentence: She approved of the new marketing strategy and encouraged the team to implement it.

3. To give permission or consent to something, especially in a formal or official capacity.

Example sentence: The board of directors approved the purchase of the new equipment.

4. To rate or evaluate something positively, often with a focus on its quality or value.

Example sentence: The critic approved of the restaurant's unique menu and flavors.

5. To give a seal of approval to something, often in the sense of certifying its authenticity or quality.

Example sentence: The certification body approved the product's compliance with industry standards.

Note that these senses do not depend on the synonym of any other verb, and each sense can stand alone as a distinct meaning of the verb 'approve' in a transitive clause.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. Defeat: This sense of ""beat"" refers to the act of winning a competition, battle, or conflict. Examples: ""The team beat their opponents in the championship game.""
2. Overcome: This sense of ""beat"" means to conquer or get the better of something, such as an obstacle or a challenge. Examples: ""She beat her fear of public speaking by facing it head-on.""
3. Conquer: Similar to the previous sense, ""conquer"" refers to the act of gaining control or mastery over something. Examples: ""The army conquered the enemy's territory.""
4. Exhaust: This sense of ""beat"" means to tire out or wear down someone or something. Examples: ""The long hike beat me down, and I was exhausted by the end.""
5. Intimidate: This sense of ""beat"" refers to the act of making someone feel afraid or intimidated. Examples: ""The bully beat down the new student to make him quit.""
6. Impress or amaze: This sense of ""beat"" refers to the act of surprising or impressing someone with one's skills or abilities. Examples: ""Her art beat all expectations and won first prize.""
7. Repeat or rhythm: This sense of ""beat"" refers to a regular, repeated pattern of movement or sound. Examples: ""The drummer kept the beat going all night long.""

I hope that helps! Let me know if you have any further questions.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the cold weather.""
2. Inflict a strong blow with a belt: ""He belted the bully with a leather belt to defend his sister.""
3. Succeed or perform well: ""The team belted their previous record with their new strategy.""
4. Sing or perform a song with great enthusiasm and skill: ""The choir belted out their favorite hymn with perfect harmony.""
5. Endure or survive a difficult or challenging situation: ""The hikers had to belt out a treacherous mountain trail to reach their campsite.""

Note that these senses do not depend on being the synonym of any other verb and can stand alone as distinct meanings of the word ""belt"" in a transitive clause.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. shatter or smash something into pieces (e.g. ""She broke the vase"").
2. cause something to stop functioning or malfunction (e.g. ""The computer broke down and we had to restart it"").
3. interrupt or disrupt a connection or continuity (e.g. ""The phone call broke up just as we were about to discuss the details"").
4. separate or divide something into parts (e.g. ""She broke the cookie into pieces"").
5. cause someone to stop doing something (e.g. ""The news broke his spirit and he gave up"").
6. violate or disrupt a rule, law, or taboo (e.g. ""The company broke the law by not paying overtime"").
7. cause someone to change their mind or position (e.g. ""The argument broke him and he agreed to the proposal"").
8. cause something to change or undergo a transformation (e.g. ""The storm broke the drought and the crops began to grow again"").

Each of these senses can stand alone and do not depend on being the synonym of some other verb.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a system, by combining parts or materials.
2. improve or enhance something existing, such as a skill or a relationship, by adding new elements or refining existing ones.
3. establish or strengthen a foundation or base, such as a business or a reputation, by laying a solid groundwork.
4. assemble or put together something, such as a piece of furniture or a team, by combining separate elements.
5. develop or expand something, such as a community or a software program, by adding new features or capabilities.

Each of these senses of 'build' can stand alone and do not depend on being the synonym of some other verb. For example, ""construct a house"" is a transitive clause where 'build' has sense 1, while ""improve a skill"" is a transitive clause where 'build' has sense 2.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Embarrass or shame someone: ""His mistake burned him in front of his colleagues.""
5. Convert or transform something into ash or a gas: ""The furnace burns coal to produce heat.""

These senses of 'burn' can stand alone and do not depend on being the synonym of any other verb.</s>"
9,button,,monosemous
