,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Use something or someone for one's own advantage, often to the detriment of the user or the thing being used.

Example: ""She abused her power to get ahead in her career.""

2. Treat someone poorly, often with physical or emotional harm, or both.

Example: ""He abused his wife and children for years.""

3. Use something in an excessive or excessively excessive manner.

Example: ""She abused her credit card, racking up thousands of dollars in debt.""

4. Misrepresent or distort something for one's own gain.

Example: ""The politician abused the truth, exaggerating his accomplishments to win votes.""

Note that while these senses of ""abuse"" are distinct, they can sometimes overlap or coexist in a given context. For example, someone who abuses their power may also be abusing their position for their own gain, or someone who abuses a substance may also be misrepresenting the reality of their situation.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. Endorse or support something or someone officially or formally: In this sense, 'approve' refers to the act of giving one's consent or agreement to something, such as a proposal, a plan, or a decision. For example: ""The board of directors approved the new marketing strategy.""
2. Find something acceptable or satisfactory: In this sense, 'approve' refers to the act of determining that something meets certain standards or criteria, and is therefore acceptable or satisfactory. For example: ""The teacher approved the student's research proposal.""
3. Give permission or consent to something: In this sense, 'approve' refers to the act of granting permission or consent to someone to do something, such as to undertake a project or to make a purchase. For example: ""The parent approved the child's request to go to the movies.""
4. Confirm or ratify something: In this sense, 'approve' refers to the act of verifying or confirming that something is correct or authentic, such as a document or a decision. For example: ""The auditor approved the company's financial statements.""

These senses of 'approve' can stand alone and do not depend on being the synonym of some other verb. They each have distinct meanings and connotations, and can be used in different contexts to convey different shades of meaning.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. overcome or defeat: ""She beat the champion in the final match.""
2. strike or hit: ""He beat the drum with a stick.""
3. cook or prepare by pounding or stirring: ""She beat the egg whites until they were stiff.""
4. become exhausted or wear out: ""After running for miles, he beat with exhaustion.""
5. surpass or outdo: ""Her painting beat all the others in the art competition.""
6. pace or rhythm: ""The song had a catchy beat that made you want to dance.""
7. mix or blend: ""She beat the eggs and milk together until they were well combined.""
8. shape or form: ""He beat the dough into a thin sheet.""

These senses of ""beat"" can all stand alone as distinct meanings, and they do not depend on being the synonym of any other verb.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" refers to the act of attaching or securing something with a belt or a similar device. For example: ""She belted her coat to keep it from blowing away.""
2. Strike or hit with a belt: This sense of ""belt"" refers to the act of using a belt as an implement to strike or hit someone or something. For example: ""He belted the ball out of the park.""
3. Award a belt in a competition: This sense of ""belt"" refers to the act of giving a winner a belt as a prize or recognition of their achievement. For example: ""The champion was belted with a gold medal.""
4. Go around the waist: This sense of ""belt"" refers to the act of wearing a belt around one's waist. For example: ""She belted her skirt to create a more flattering silhouette.""

These senses of ""belt"" can stand alone and do not depend on being the synonym of any other verb.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. Shatter or smash something into pieces: This sense of break emphasizes the destruction and fragmentation of an object or substance, such as breaking a vase or breaking a stone.
2. Separate or divide something into parts: This sense of break is often used to describe the separation of a whole into its constituent parts, such as breaking a cookie into pieces or breaking a book into chapters.
3. End or interrupt a connection or relationship: This sense of break is often used to describe the disruption of a link or bond between two things, such as breaking a promise or breaking off a relationship.
4. Cause something to stop functioning or operating: This sense of break is often used to describe the failure of a device or system, such as breaking a computer or breaking a machine.
5. Overcome or surpass a limit or barrier: This sense of break is often used to describe the achievement of a new level or record, such as breaking a record or breaking a barrier.
6. Release or liberate someone from a constraint or bond: This sense of break is often used to describe the release of someone from a prison or a difficult situation, such as breaking a prisoner out of jail or breaking someone out of a habit.
7. Communicate or express something clearly and effectively: This sense of break is often used to describe the clarity and impact of a message or communication, such as breaking a complex idea into simpler terms or breaking down a barrier of language or culture.

Each of these senses of break can stand alone and do not depend on being the synonym of some other verb. However, there may be some overlap or nuanced differences between them, depending on the context in which the verb is used.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. Construct or create something, such as a building, a structure, or a system, by placing or combining parts or materials.

Example sentence: They are building a new office tower in the city.

2. Establish or develop something, such as a reputation, a skill, or a relationship, over time.

Example sentence: She has been building her career as a journalist for many years.

3. Create or form something by combining various elements or parts, such as a sentence, a story, or a theory.

Example sentence: He spent hours building a sentence that would convey his idea perfectly.

4. Develop or enhance something, such as a skill, a talent, or a personal quality, by practice or training.

Example sentence: She has been building her singing skills by taking voice lessons every week.

5. Increase or strengthen something, such as a business, a community, or a team, by adding or improving its components.

Example sentence: They have been building their company's reputation by providing excellent customer service.

Note that these senses of 'build' can stand alone and do not depend on being the synonym of some other verb. For instance, 'construct' and 'establish' have similar meanings, but they are not the same as 'build', and 'build' is not a synonym for 'manage' or 'develop', even though there may be some overlap in their meanings.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Cause to undergo combustion: This sense of 'burn' describes the act of intentionally or unintentionally subjecting something to heat or flames, resulting in the material's decomposition or oxidation. Examples:
	* The fire burned the house down.
	* She burned the toast until it was crispy.
2. Char or discolor by excessive heat: This sense of 'burn' describes the effect of prolonged exposure to heat or flames, resulting in the alteration of a material's color or texture. Examples:
	* The sun burned the grass until it was scorched.
	* The flames burned the wooden table until it was blackened.
3. Cause intense emotion or feeling: This sense of 'burn' describes the effect of a strong or powerful emotion or experience on an individual, as if it were a flame or heat. Examples:
	* The passionate speech burned within her, igniting her resolve.
	* The betrayal burned him with anger and hurt.
4. Use up or consume completely: This sense of 'burn' describes the act of using up or exhausting a resource or supply, as if it were being consumed by flames. Examples:
	* The company burned through their budget in just a few months.
	* The engine burned through three tanks of gas before needing refueling.

These senses of 'burn' can stand alone and do not depend on being the synonym of any other verb. Each sense has its own unique connotations and applications, and they can be used in a variety of contexts to convey different meanings and effects.</s>"
9,button,,monosemous
