,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat (something or someone): This sense of 'abuse' refers to using something or someone in a way that is not proper or intended, or treating someone in a harmful or cruel manner. Examples: ""She abused her power by taking advantage of her subordinates."" ""He abused his position by using company funds for personal expenses.""
2. Use something excessively or to an excessive degree: This sense of 'abuse' refers to using something more than what is necessary or appropriate, often to the point of harm or damage. Examples: ""She abused her body with excessive exercise and poor nutrition."" ""He abused his credit card by charging expensive purchases he couldn't afford.""
3. Take advantage of someone or something for one's own benefit: This sense of 'abuse' refers to using someone or something for one's own gain, often to the detriment or harm of the other party. Examples: ""The company abused its market dominance by charging exorbitant prices."" ""He abused his position of authority by demanding sexual favors from his subordinates.""
4. Use language or speech to harm or bully someone: This sense of 'abuse' refers to using language or speech to intentionally harm or intimidate someone, often through verbal attacks or derogatory language. Examples: ""The politician was accused of abusing her opponents with vicious personal attacks."" ""The bully abused his victim with cruel name-calling and taunts.""

I hope that helps! Let me know if you have any further questions.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. Endorse or support something or someone officially or formally: ""The board of directors approved the new marketing strategy.""
2. Accept or agree to something willingly or with pleasure: ""She approved of the changes made to the proposal.""
3. Consider or regard something as satisfactory or appropriate: ""The committee approved the application after reviewing it carefully.""
4. Give permission or consent to something: ""The parents approved their child's request to go on the trip.""

There are four distinct senses of 'approve' in transitive clauses, each with a slightly different connotation and application.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. defeat: You can beat someone in a competition, game, or fight.

Example sentence: She beat her opponent in the tennis tournament.

2. conquer: You can beat an enemy or a challenge, indicating victory or success.

Example sentence: The army beat the rebels and took control of the city.

3. overcome: You can beat an obstacle or a difficulty, indicating success in overcoming a problem.

Example sentence: They beat the odds and finished the project on time.

4. exhaust: You can beat something until it is worn out or exhausted.

Example sentence: She beat the carpet until it was clean.

5. stir or mix: You can beat eggs, cream, or other ingredients to mix them well.

Example sentence: She beat the eggs and sugar together until they were well combined.

6. drive or force: You can beat someone or something to a place or to do something.

Example sentence: The police beat the suspect to confess.

7. use or enjoy: You can beat something to death, indicating that you have enjoyed it too much.

Example sentence: I beat the lasagna to death at the potluck.

These are the distinct possible senses of the verb 'beat' in a transitive clause. Note that some of these senses may have more common or idiomatic uses than others, depending on the context in which the verb is used.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the storm.""
2. Use a belt as a weapon: ""The attacker belted his opponent with a heavy leather belt.""
3. Win or achieve something, especially a championship or a prize: ""The team belted their rival in the final game to take home the trophy.""
4. Create or perform a piece of music, especially a song or an opera: ""The composer belted out a catchy melody for the chorus.""
5. Travel or move at high speed, especially in an aircraft: ""The plane belted across the Atlantic in record time.""
6. Use a belt to compress or constrict something, such as awaist or a piece of cloth: ""She belted her skirt to fit into her old dress.""
7. Transfer or transmit something, such as data or a signal, using a belt: ""The computer belted the files to the server.""
8. Fix or secure something, especially a machine or a piece of equipment, using a belt: ""The mechanic belted the engine to prepare it for the race.""

I hope that helps! Let me know if you have any other questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. shatter or smash something into pieces: ""The vase broke into a thousand pieces when it fell off the table.""
2. cause something to no longer function or operate: ""The computer broke down and we had to get a new one.""
3. interrupt or disrupt a connection or continuity: ""The storm broke the internet connection, so we couldn't finish our video call.""
4. separate or divide something into parts: ""The teacher broke the class into smaller groups for a team-building exercise.""
5. violate or disregard a rule, law, or taboo: ""The driver broke the speed limit and got a ticket.""
6. cause someone to stop doing something or to change their behavior: ""The boss broke the news gently to the employee that the company was downsizing.""
7. cause something to become less rigid or fixed: ""The heat broke up the frozen pond and it became skateable again.""
8. release someone from an obligation or commitment: ""The judge broke the contract, so the company doesn't have to fulfill its obligations.""

I hope that helps! Let me know if you have any other questions.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. [/INST]
    
Certainly! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a structure, or an object, using materials, tools, and labor: ""They built a new house last year.""
2. establish or develop something, such as a business, a system, or a organization, by providing the necessary resources and infrastructure: ""They built a successful tech startup from scratch.""
3. form or create a relationship or connection between people, groups, or entities, such as a partnership, an alliance, or a network: ""They built a strong network of contacts in the industry.""
4. improve or enhance something, such as a skill, a process, or a system, by adding new components or refining existing ones: ""They built on their previous experience to create a more efficient process.""
5. create or write something, such as a story, a poem, or a song, using one's imagination and creativity: ""She built a compelling narrative about a young woman's journey to self-discovery.""

I hope that helps!</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden toy to ashes.""
2. Cause intense heat or light: ""The sun burned brightly in the sky.""
3. Char or sear, especially by heat or electricity: ""The flame burned a hole in the metal.""
4. Convert (a substance) into ash or an undesirable form: ""The furnace burned the trash into ashes.""
5. Use up or exhaust (a resource or supply): ""The company burned through their budget for the project.""
6. Experience strong emotions, especially anger or resentment: ""She burned with indignation at the injustice.""
7. Move or function with intense or violent energy: ""The engine burns hot and fast.""

Note that some of these senses have multiple related meanings, but I have numbered them distinctly to indicate the primary meaning of each sense.</s>"
9,button,,monosemous
