,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""abuse"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. To use something or someone for one's own benefit, often in a way that is harmful or exploitative. For example, ""He abused his power by taking bribes.""
2. To treat someone with cruelty or violence, often physically or emotionally. For example, ""She was abused by her ex-husband for years.""
3. To misuse or pervert something, such as a substance or a practice, for one's own gain. For example, ""Some people abuse prescription drugs to get high.""
4. To use something excessively or improperly, such as wasting resources or taking advantage of a situation. For example, ""The company was accused of abusing its market dominance to stifle competition.""
5. To insult or criticize someone unfairly or excessively. For example, ""The politician was accused of abusing her opponents with personal attacks.""

These senses of ""abuse"" are distinct from one another, and each sense can stand alone as a possible meaning of the verb in a transitive clause.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To give one's assent or agreement to something, often based on personal judgment or evaluation.

Example sentence: She approved of the new marketing strategy, but he had reservations.

3. To show favor or acceptance towards someone or something, often in a social or professional context.

Example sentence: The board of directors approved the new CEO's initiatives with enthusiasm.

4. To confirm or ratify something, such as a decision or action, often after reviewing or examining relevant information.

Example sentence: The senate approved the president's nomination for the Supreme Court.

5. To give permission or consent to something, often after evaluating potential risks or consequences.

Example sentence: The parent approved the teenager's request to go to the concert.

Note that these senses of 'approve' are distinct from the intransitive senses, where the verb is used without an object, such as ""She approved of the food"" (intransitive sense 1) or ""The plan was approved"" (intransitive sense 2).</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""beat"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. Defeat: In this sense, ""beat"" means to overcome or defeat someone in a competition, fight, or other challenge. Example: ""The team beat their opponents in the final match.""
2. Physically strike: In this sense, ""beat"" means to physically hit or strike someone or something with a weapon or one's own body. Example: ""The police beat the suspect during the arrest.""
3. Make something by hitting: In this sense, ""beat"" means to create or shape something by hitting it with a tool or one's own body. Example: ""The blacksmith beats the metal into shape with his hammer.""
4. Create a rhythm: In this sense, ""beat"" refers to the rhythmic pattern created by music, especially in hip-hop and electronic dance music. Example: ""The DJ beats the track with a catchy rhythm.""
5. Cook: In this sense, ""beat"" means to mix or blend ingredients together, especially when cooking. Example: ""She beats the eggs and adds them to the batter.""
6. Overcome or surpass: In this sense, ""beat"" means to successfully complete a task or challenge, or to surpass someone or something. Example: ""He beat the record by seconds.""
7. Get better or improve: In this sense, ""beat"" means to improve or recover from a difficult situation. Example: ""The team beat their losing streak with a win last night.""
8. Exhaust or tire: In this sense, ""beat"" means to physically or mentally exhaust someone or something. Example: ""The long hike beat us all down.""

These are just a few of the distinct possible senses of the verb ""beat"" when it is found in a transitive clause. Each sense can stand alone and does not depend on being the synonym of some other verb.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""belt"" has several distinct possible senses when it is found in a transitive clause. Here are some of them:

1. Fasten or secure with a belt: In this sense, ""belt"" is used to describe the act of attaching or fastening something with a belt, such as a piece of clothing or a tool. For example, ""She belted her coat tightly.""
2. Strike or hit with a belt: In this sense, ""belt"" is used to describe the act of hitting someone or something with a belt, often as a form of punishment or discipline. For example, ""The teacher belted the student for misbehaving.""
3. Surround or enclose with a belt: In this sense, ""belt"" is used to describe the act of surrounding or enclosing something with a belt or a rim, such as a river or a road. For example, ""The forest is belted by a highway.""
4. Move rapidly with a belt: In this sense, ""belt"" is used to describe the act of moving quickly or rapidly with a belt, often in reference to a machine or a vehicle. For example, ""The car belted down the highway.""
5. Wear a belt: In this sense, ""belt"" is used to describe the act of wearing a belt as a piece of clothing or fashion accessory. For example, ""She belted her skirt with a wide leather belt.""

I hope these senses help you understand the verb ""belt"" better when it is used in a transitive clause!</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure, I can help you with that!

The verb ""break"" has several distinct possible senses when found in a transitive clause, including:

1. To shatter or smash something into pieces: ""The hammer broke the vase into pieces.""
2. To stop functioning or operating: ""The computer broke down and we had to call a repairman.""
3. To disrupt or interrupt a connection or continuity: ""The storm broke the power lines, leaving us without electricity.""
4. To divide or separate something into parts: ""She broke the cookie into pieces and shared them with her friends.""
5. To end or terminate a relationship or agreement: ""They decided to break off the engagement and go their separate ways.""
6. To overcome or surpass a barrier or record: ""Her new song broke the record for most streams on Spotify.""
7. To cause something to malfunction or fail: ""The new software update broke my computer, now it won't start up.""
8. To reveal or expose something hidden or secret: ""The investigation broke the conspiracy wide open.""

Each of these senses of ""break"" can stand alone and do not depend on being the synonym of any other verb.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program, by assembling or combining parts or materials.
Example: ""They are building a new office tower.""
2. establish or develop something, such as a business, a community, or a reputation, by providing a foundation or a framework for its growth and success.
Example: ""She built a successful career as a lawyer.""
3. strengthen or improve something, such as a relationship, a skill, or a system, by adding or reinforcing its components.
Example: ""They are building trust between their teams.""
4. create or form something, such as a habit, a routine, or a culture, by gradually accumulating small actions or experiences over time.
Example: ""They built a tradition of having dinner together every Sunday.""
5. increase or enhance something, such as a skill, a resource, or a reputation, by adding to its existing qualities or attributes.
Example: ""They are building their expertise in data analytics.""

Note that these senses of 'build' are distinct and can stand alone, rather than being dependent on being the synonym of some other verb. For example, ""construct"" and ""establish"" have different meanings and connotations, even though they both involve building something. Similarly, ""strengthen"" and ""create"" have different meanings and connotations, even though they both involve building or improving something.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Char or discolor by heat: ""The sun burned the grass into a golden brown.""
4. Use up or exhaust: ""We burned through our entire budget for the project.""
5. Embarrass or humiliate: ""His careless mistake burned him in front of his colleagues.""
6. Increase the temperature of a substance: ""The oven burns the cookies at 350 degrees Fahrenheit.""
7. Use up or exhaust (slang): ""We burned through our entire supply of snacks.""

These senses of 'burn' can stand alone and do not depend on being the synonym of some other verb. Each sense has a distinct meaning and can be used in different contexts to convey different ideas.</s>"
9,button,,monosemous
