,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. Misuse or mistreat (something or someone) - This sense of the verb 'abuse' refers to the improper or harmful use of something or someone. For example, ""He abused his power by taking bribes.""

2. Use something or someone excessively or improperly - This sense of the verb 'abuse' refers to the overuse or misuse of something or someone to the point of harm or damage. For example, ""She abused her body with excessive exercise.""

3. Treat someone with cruelty or violence - This sense of the verb 'abuse' refers to the physical or emotional mistreatment of someone. For example, ""He abused his wife physically and emotionally.""

4. Use something for a wrong or unintended purpose - This sense of the verb 'abuse' refers to the improper use of something for a purpose other than its intended or designed use. For example, ""They abused their company credit cards for personal expenses.""

5. Speak or write disrespectfully - This sense of the verb 'abuse' refers to speaking or writing about someone in a disrespectful or offensive manner. For example, ""The politician was accused of abusing his opponents in his campaign speeches.""

6. Take advantage of a situation or resource - This sense of the verb 'abuse' refers to taking more than one's fair share of something, or using something for one's own benefit without regard for others. For example, ""The company was accused of abusing its market dominance to stifle competition.""

7. To subject someone to ridicule or contempt - This sense of the verb 'abuse' refers to the use of language or actions to belittle or mock someone. For example, ""The comedian was accused of abusing his position of power by making fun of marginalized groups.""

8. To use drugs or other substances excessively or improperly - This sense of the verb 'abuse' refers to the overuse or misuse of drugs or other substances to the point of harm or addiction. For example, ""The musician was accused of abusing prescription dru"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. Endorse or support something or someone officially or formally.

Example: The board of directors approved the new marketing strategy.

2. Show favor or consent to a proposal or plan.

Example: The council approved the zoning changes for the new shopping center.

3. Confirm or ratify something that has already been done.

Example: The manager approved the employee's request for a day off.

4. Recognize or confirm the validity of a document or transaction.

Example: The notary approved the signing of the contract.

5. To regard or think highly of something or someone.

Example: The tasting panel approved the new wine vintage.

6. To give permission or consent to something.

Example: The parent approved the child's request to go to the party.

7. To give a stamp of approval or endorsement to something, often implying a certain level of quality or standard.

Example: The chef approved the recipe for the new menu item.

8. To officially or formally sanction or allow something, often with certain conditions or restrictions.

Example: The government approved the use of drones for commercial purposes with strict regulations.

These are the eight distinct possible senses of the verb 'approve' when it is found in a transitive clause.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. defeat: to win a competition or conflict by being better or more successful.
Example: ""The team beat their opponents in the final match.""
2. hit: to strike or strike repeatedly with a forceful motion.
Example: ""She beat the drum with all her might.""
3. overcome: to successfully copete or surmount an obstacle or challenge.
Example: ""He beat the odds and graduation at the top of his class.""
4. mix: to stir or blend ingredients together until they are well combined.
Example: ""She beat the eggs and sugar together until they were smooth.""
5. whip: to stir or beat something until it is well mixed and frothy.
Example: ""She beat the cream until it was stiff and held its shape.""
6. wear out: to use or operate something until it is no longer usable or functional.
Example: ""The car was beaten from years of use and needed to be replaced.""
7. exhaust: to tire or exhaust something or someone to the point of collapse.
Example: ""The hikers were beaten by the long hike and needed to rest.""
8. pound: to strike or hit something repeatedly with a heavy motion.
Example: ""He beat the dough with a rolling pin until it was smooth.""
9. shell: to remove the shell or outer covering of something.
Example: ""She beat the eggshells and discarded them.""
10. throb: to pulsate or beat with a steady, rhythmic motion.
Example: ""Her head throbbed with a steady beat after the loud music.""

I hope that helps! Let me know if you have any other questions.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is used when the verb is followed by a noun that is being held in place by a belt, such as ""belt around your waist.""
2. Hit or strike with a belt: This sense of ""belt"" is used when the verb is used to describe the act of hitting someone with a belt, as in ""belt the person with a belt.""
3. Convey or transmit (something) with a belt: This sense of ""belt"" is used when the verb is used to describe the act of passing something along using a belt, such as ""belt the message across.""
4. Surround or encompass with a belt: This sense of ""belt"" is used when the verb is used to describe the act of surrounding something with a belt, as in ""belt the city with a highway.""
5. Use a belt as a weapon: This sense of ""belt"" is used when the verb is used to describe the act of using a belt as a weapon, as in ""belt the attacker with his own belt.""
6. Travel or journey by means of a belt: This sense of ""belt"" is used when the verb is used to describe the act of traveling or journeying by means of a belt, such as ""belt across the country.""
7. Move or operate (something) by means of a belt: This sense of ""belt"" is used when the verb is used to describe the act of moving or operating something using a belt, such as ""belt the conveyor belt.""
8. Become or be fashionable or popular (with something): This sense of ""belt"" is used when the verb is used to describe the act of becoming or being fashionable or popular with something, such as ""belt the latest trend.""

I hope that helps! Let me know if you have any other questions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. shatter or smash something into pieces (e.g. ""She broke the vase"").
2. cause something to stop functioning or malfunction (e.g. ""The computer broke down and we had to restart it"").
3. interrupt or disrupt a process or activity (e.g. ""The meeting was broken up by the fire alarm"").
4. separate or divide something into parts (e.g. ""She broke the cookie into pieces"").
5. cause something to change or be broken up (e.g. ""The news broke our hearts"").
6. cause someone to stop doing something (e.g. ""His parents broke him of the habit of biting his nails"").
7. cause someone to fail or be defeated (e.g. ""The team broke their opponents in the final game"").
8. be released from a duty or obligation (e.g. ""He broke free from the contract and started working for himself"").
9. be revealed or exposed (e.g. ""The truth broke about the scandal"").
10. cause something to be lost or ruined (e.g. ""The storm broke the crops"").

Note that some of these senses can be used in different ways in different contexts, and some may be more common or acceptable than others depending on the situation.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a system
Example: ""They are building a new skyscraper in the city.""
2. enhance or improve something, such as a skill or a relationship
Example: ""She is building her confidence in public speaking.""
3. assemble or put together something, such as a piece of furniture or a vehicle
Example: ""He is building his new car from scratch.""
4. establish or develop something, such as a business or a community
Example: ""They are building a new startup in Silicon Valley.""
5. strengthen or fortify something, such as a structure or a relationship
Example: ""The crew is building up the walls of the castle.""
6. create or design something, such as a product or a strategy
Example: ""The team is building a new marketing campaign.""
7. perform or execute a task or a plan, such as a construction project or a military operation
Example: ""The army is building up its forces on the border.""
8. grow or increase something, such as a crop or a business
Example: ""The farmer is building up his crops for the summer harvest.""

I hope that helps! Let me know if you have any other questions.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Cause a strong emotion or reaction: ""Her words burned with anger.""
5. Char or mark with fire: ""The branding iron burned the cow's hide.""
6. Cause to wither or shrivel: ""The intense heat burned the grass.""
7. Melt or vaporize: ""The flames burned the plastic.""
8. Use as fuel: ""We burned coal to power the furnace.""
9. Experience a strong desire or craving: ""I'm burning for a cigarette.""
10. Move quickly or energetically: ""The car burned rubber as it took off.""

I hope that helps! Let me know if you have any other questions.</s>"
9,button,,monosemous
