,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure, here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own advantage, often to the detriment of the user or the thing being used.
Example: She abused her power by taking bribes.
2. To treat someone with cruelty or violence, often physically or emotionally.
Example: He abused his wife and children.
3. To use something or someone in a way that is not intended or proper, often resulting in damage or harm.
Example: The company abused their market dominance by engaging in anti-competitive practices.
4. To exaggerate or misuse something, often for comedic effect.
Example: He abused the company's expense account to buy a new computer.
5. To use something or someone sexually, often in a non-consensual or harmful manner.
Example: He abused his position of authority to sexually assault his students.
6. To use drugs or alcohol excessively or improperly.
Example: She abused prescription painkillers to cope with her chronic pain.
7. To waste or squander something, often resources or opportunities.
Example: He abused his talent by not taking his career seriously.
8. To manipulate or deceive someone for personal gain.
Example: She abused her position of trust to steal money from her employer.

Note that some of these senses of ""abuse"" can overlap or be nuanced, and not all senses may be applicable in every context. Additionally, the connotations and severity of the different senses of ""abuse"" can vary widely depending on the context and the specific situation.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally:
	* The board of directors approved the new marketing strategy.
	* The government approved the construction of a new highway.
2. To accept or ratify something as satisfactory or adequate:
	* The committee approved the proposed changes to the budget.
	* The teacher approved the student's research paper.
3. To express agreement or satisfaction with something:
	* My parents approved of my decision to study abroad.
	* The company's customers approved of the new product.
4. To give permission or consent to something:
	* The parents approved their child's request to go to the party.
	* The government approved the use of the new drug for medical purposes.
5. To show favor or support, often in a casual or informal way:
	* My friends approved of my outfit for the night out.
	* The crowd approved of the band's performance.
6. To confirm or verify something, often in a critical or official context:
	* The inspector approved the building's safety measures.
	* The judge approved the search warrant.
7. To sanction or endorse something, often in a moral or ethical sense:
	* The church approved the use of contraceptives.
	* The community approved the proposal to build a new homeless shelter.

I hope this helps! Let me know if you have any further questions.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. To overcome or surpass: ""The team beat their rival in the championship game.""
2. To win over or gain the advantage over: ""She beat the incumbent candidate in the election.""
3. To outdo or excel: ""He beat his personal best time in the marathon.""
4. To physically strike or thrash: ""The rain beat down on the pavement.""
5. To impose one's will or dominate: ""The boss beat down on the employee for not meeting their expectations.""
6. To create or produce something by beating or shaping it: ""She beat the dough into a perfect pie crust.""
7. To cause something to move or vibrate by beating or shaking it: ""The music beat pulsed through the speakers.""
8. To exhaust or tire someone or something out: ""The long hike beat us all down by the end.""
9. To punish or penalize someone for a mistake or wrongdoing: ""He was beaten for not completing his homework.""
10. To succeed or accomplish something despite obstacles or challenges: ""She beat the odds and graduated at the top of her class.""

Each of these senses of ""beat"" conveys a different meaning and usage of the verb, and they can be used in various contexts and situations.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure, here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is used when the verb is followed by a noun phrase that refers to a physical object that is being fastened or secured, such as ""belt my pants"" or ""belt the bag to the car"".
2. Beat or strike with a belt: This sense of ""belt"" is used when the verb is followed by a noun phrase that refers to a person or an object that is being hit or struck with a belt, such as ""belt the child"" or ""belt the ball with a bat"".
3. Travel by bus or train: This sense of ""belt"" is used when the verb is followed by a noun phrase that refers to a transportation route or a journey, such as ""belt the highway"" or ""belt the train to Chicago"".
4. Wear a belt as clothing: This sense of ""belt"" is used when the verb is followed by a noun phrase that refers to a piece of clothing that is being worn around the waist, such as ""belt my coat"" or ""belt the dress with a wide belt"".
5. Use a belt as a weapon: This sense of ""belt"" is used when the verb is followed by a noun phrase that refers to a weapon or a tool that is being used to attack or defend, such as ""belt the attacker with a leather belt"" or ""belt the door with an axe"".
6. To exceed or go beyond a certain limit: This sense of ""belt"" is used when the verb is followed by a noun phrase that refers to a level or a quantity that is being exceeded or surpassed, such as ""belt the record"" or ""belt the budget"".
7. To move at high speed: This sense of ""belt"" is used when the verb is followed by a noun phrase that refers to a vehicle or an object that is moving rapidly, such as ""belt the car around the track"" or ""belt the rocket into space"".
8. To pass or transmit something: This sense of ""belt"" is used when the verb is followed by a noun phrase"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of break is often used to describe the destruction or disintegration of objects or materials. Examples:
	* The vase broke into a hundred pieces when it fell to the floor.
	* The storm broke the branch off the tree.
2. To interrupt or disrupt: This sense of break is often used to describe the interruption of an activity, process, or flow of events. Examples:
	* The noise broke the silence of the library.
	* The power outage broke the broadcast of the TV show.
3. To violate or disobey: This sense of break is often used to describe the act of violating a rule, law, or taboo. Examples:
	* The company broke the law by dumping toxic waste in the river.
	* The student broke the rules by cheating on the test.
4. To separate or divorce: This sense of break is often used to describe the act of ending a relationship or separating from someone. Examples:
	* The couple broke up after six months of dating.
	* The company broke off its partnership with the rival firm.
5. To exhauster or wear out: This sense of break is often used to describe the act of using up or depleting something, such as energy or resources. Examples:
	* The long hike broke me physically and mentally.
	* The team's winning streak was broken by their loss to the rival team.
6. To reveal or disclose: This sense of break is often used to describe the act of revealing or disclosing information that was previously hidden or confidential. Examples:
	* The whistleblower broke the news of the company's illegal activities to the press.
	* The detective broke the case by discovering a crucial piece of evidence.
7. To overturn or reverse: This sense of break is often used to describe the act of overturning or reversing a decision, ruling, or status quo. Examples:
	* The court broke the previous ruling by overturning the verdict.
	* The protesters broke the government's policies by"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program:

e.g. ""They are building a new office tower.""

2. improve or enhance something, such as a skill or a relationship:

e.g. ""She is building her confidence in public speaking.""

3. assemble or put together something, such as a piece of furniture or a machine:

e.g. ""He is building his new bike from scratch.""

4. establish or strengthen something, such as a business or a community:

e.g. ""The company is building its presence in the global market.""

5. create or cultivate a reputation or a legacy:

e.g. ""The artist is building a name for himself in the art world.""

6. raise or grow something, such as a child or a crop:

e.g. ""She is building her child into a strong and confident person.""

7. advance or progress something, such as a project or a cause:

e.g. ""The team is building momentum in their fundraising campaign.""

8. forge or create a connection or relationship, such as a partnership or an alliance:

e.g. ""The two companies are building a strategic partnership.""

9. create or define a system or a process, such as a policy or a procedure:

e.g. ""The government is building a new healthcare system.""

10. develop or refine a skill or a talent, such as a musical or athletic ability:

e.g. ""He is building his guitar playing skills.""

These are just a few examples of the distinct possible senses of the verb 'build' in a transitive clause. The specific meanings and connotations may vary depending on the context and the specific words used in the sentence.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
For example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""burn"" when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Embarrass or shame someone: ""His mistake burned him in front of his colleagues.""
5. Convert or transform something into ash or a gas: ""The furnace burns coal to produce heat.""
6. Experience a strong emotion: ""She was burning with anger.""
7. Perform a specific action with intense focus or passion: ""He burned the stage with his rockstar performance.""
8. Travel at high speed: ""The car burned down the highway at over 100 miles per hour.""
9. Spend or use up money or resources quickly: ""He's been burning through his inheritance.""
10. Use a particular drug or substance: ""She's been burning through her supply of cocaine.""

Note that some of these senses may be more common or acceptable in certain contexts than others, and some may be more idiomatic or metaphorical than others. Additionally, there may be other possible senses of the verb ""burn"" in specific contexts or dialects.</s>"
9,button,,monosemous
