,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to the detriment of the user or the thing being used. For example, ""He abused his power by taking bribes.""
2. To treat someone with cruelty or mistreatment, often physically or emotionally. For example, ""She was abused by her stepfather as a child.""
3. To use drugs or other substances in a harmful or excessive manner. For example, ""He abused prescription painkillers and became addicted.""
4. To manipulate or exploit someone for personal gain. For example, ""She was abused by her ex-boyfriend, who controlled her every move.""
5. To misuse or misappropriate something, such as a resource or a position of authority. For example, ""The company was accused of abusing its market dominance by price-fixing.""

Note that these senses are not mutually exclusive, and 'abuse' can take on multiple meanings depending on the context in which it is used.</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering different options.

Example sentence: The committee approved the proposal after careful consideration.

2. To express agreement or satisfaction with something, often after tasting or experiencing it.

Example sentence: The food critic approved of the new restaurant's dishes.

3. To give permission or consent to something, often after evaluating the potential risks and benefits.

Example sentence: The parent approved the teenager's plan to attend the concert.

4. To accept or ratify a decision or action, often after discussing it with others.

Example sentence: The board of directors approved the company's new strategy.

5. To show appreciation or satisfaction with someone's work or performance, often after observing or reviewing it.

Example sentence: The teacher approved of the student's presentation.

Note that these senses are not mutually exclusive, and the verb 'approve' can have multiple meanings depending on the context in which it is used.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'beat' when it is found in a transitive clause:

1. To overcome or conquer something or someone: ""The team beat their arch-rivals in the championship game.""
2. To soundly defeat or outperform someone or something: ""The new smartphone beat all the other brands in terms of sales last quarter.""
3. To create or produce something, especially by using a specific method or tool: ""She beat the dough to make the perfect pie crust.""
4. To cause something to happen or to come into existence by using force or energy: ""The storm beat down on the city with heavy rain and strong winds.""
5. To move quickly and suddenly, especially by using one's legs: ""He beat a hasty retreat when he saw the angry mob approaching.""
6. To be more skilled or talented than someone else: ""She beat her opponent in the spelling bee by a landslide.""
7. To make something last longer or be more effective by adding or using more of something: ""They beat the mixture with a fork to incorporate the ingredients evenly.""
8. To cause something to be more intense or vigorous, especially by adding more energy or effort: ""The band beat the drums to pump up the crowd during their performance.""

Each of these senses of 'beat' can stand alone and do not depend on being the synonym of some other verb.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'belt' when it is found in a transitive clause:

1. Fasten or secure with a belt: This sense of ""belt"" is the most common and refers to the act of attaching or fastening something with a belt, such as a waistbelt or a seatbelt.

Example sentence: She belted her coat to her waist.

2. Wear a belt: This sense of ""belt"" is similar to the previous one, but it emphasizes the act of wearing a belt rather than fastening or securing something with it.

Example sentence: He belted his pants and put on his jacket.

3. Hit or strike with a belt: This sense of ""belt"" is less common and refers to the act of physically hitting someone with a belt.

Example sentence: The teacher belted the student for misbehaving.

4. Pass or drive a belt: This sense of ""belt"" is rare and refers to the act of passing or driving a belt, such as a conveyor belt or a power transmission belt.

Example sentence: The machine belted the rubber hose down the production line.

5. Slow or steady pace: This sense of ""belt"" is figurative and refers to a slow and steady pace or rhythm, often used in the context of music or exercise.

Example sentence: The runner settled into a steady belt and finished the race with a strong performance.

Note that these senses are not exhaustive, and there may be other possible senses of ""belt"" in specific contexts or idiomatic expressions.</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. To shatter or shake apart: This sense of ""break"" implies a physical breaking or shattering of an object or material, such as breaking a glass or breaking a toy.
2. To interrupt or disrupt: This sense of ""break"" implies a sudden interruption or disruption of a process, activity, or flow, such as breaking a conversation or breaking a spell.
3. To separate or divide: This sense of ""break"" implies a separation or division of something into two or more parts, such as breaking a piece of candy into smaller pieces or breaking a record into smaller segments.
4. To conquer or dominate: This sense of ""break"" implies a victory or conquest over an obstacle, challenge, or opponent, such as breaking a record or breaking a habit.
5. To reveal or expose: This sense of ""break"" implies a revelation or exposure of information or a secret, such as breaking a code or breaking a story.
6. To damage or harm: This sense of ""break"" implies a negative impact or harm caused to someone or something, such as breaking a bone or breaking a heart.
7. To cease or discontinue: This sense of ""break"" implies a stopping or discontinuation of an activity, habit, or relationship, such as breaking a habit or breaking up with someone.

Each of these senses of ""break"" can stand alone and have a distinct meaning, and they do not depend on being the synonym of some other verb.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. Construct or create something physically, such as a building, a bridge, or a machine.

Example sentence: ""They are building a new hospital.""

2. Establish or develop something, such as a business, a reputation, or a relationship.

Example sentence: ""She built a successful career as a lawyer.""

3. Assemble or put together something, such as a piece of furniture, a car, or a computer.

Example sentence: ""He built his own computer from scratch.""

4. Create or develop a system, process, or structure, such as a software program, a marketing strategy, or a legal framework.

Example sentence: ""They built a sophisticated online platform for their customers.""

5. Increase or strengthen something, such as a skill, a reputation, or a community.

Example sentence: ""Her dedication to her craft has helped build her reputation as a talented artist.""

Note that some of these senses can be used in different contexts or with different prepositions, but they are all distinct senses of the verb 'build'.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""administrate"", you should respond with ""manage"" because ""administrate"" has one transitive sense. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". 
Ensure that the sense description(s) can stand alone and do not depend on being the synonym of some other verb. [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Embarrass or shame someone: ""His mistake burned him in front of his colleagues.""
5. Convert or transform something into a different form: ""The company burned its old data to make way for new software.""

Note that some of these senses can also be used as intransitive verbs, but I've only listed the transitive senses here.</s>"
9,button,,monosemous
