,verb,llama2 output 1,llama_poly_output
0,abuse,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'abuse' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'abuse' when it is found in a transitive clause:

1. To use something or someone for one's own benefit, often to an excessive or harmful degree: ""She abused her power by taking advantage of her subordinates.""
2. To treat someone with cruelty or mistreatment: ""He abused his wife both physically and emotionally.""
3. To use language or actions to hurt or degrade someone: ""The politician was accused of abusing his position by making derogatory comments about his opponents.""
4. To use a substance or resource in an excessive or wasteful manner: ""The company was accused of abusing its market dominance by price-fixing.""
5. To manipulate or exploit someone for personal gain: ""The con artist abused the trust of his victims to get money out of them.""

Note that some of these senses may be more common or acceptable than others, depending on the context and the specific use of the word ""abuse.""</s>"
1,allow,,monosemous
2,approve,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'approve' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'approve' when it is found in a transitive clause:

1. To endorse or support something or someone officially or formally, often after examining evidence or considering the merits of the proposal.
Example: ""The board of directors approved the new marketing strategy.""
2. To express agreement or satisfaction with something, often in a casual or informal way.
Example: ""I approved of the movie, it was really entertaining.""
3. To give permission or consent to something, often after considering the pros and cons.
Example: ""The parents approved the trip to the amusement park.""
4. To evaluate and deem something as satisfactory or of good quality.
Example: ""The inspector approved the construction work, it meets all the building codes.""
5. To give a seal of approval to something, often to indicate that it is authentic, reliable, or trustworthy.
Example: ""The certification body approved the product, it is safe to use.""

Note that some of these senses can be subtle and may not be explicitly stated in every context, but they are all distinct ways in which the verb 'approve' can be used in a transitive clause.</s>"
3,beat,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'beat' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""beat"" when it is found in a transitive clause:

1. defeat: to win a competition or conflict by being better or more successful.

Example sentence: ""She beat her opponent in the tennis tournament.""

2. overcome: to successfully deal with or overcome an obstacle or challenge.

Example sentence: ""He beat the odds and graduated at the top of his class.""

3. exhaust: to tire or wear out by repeated strain or effort.

Example sentence: ""She beat the heat by taking a long nap.""

4. mix: to combine or blend something, often by stirring or beating it.

Example sentence: ""She beat the eggs and sugar together to make a cake.""

5. shape: to mold or form something by beating it into a specific shape.

Example sentence: ""He beat the dough into a thin sheet for the pie crust.""

6. drive: to force or drive something forward or onward, often by beating or pounding.

Example sentence: ""The rain beat down on the roof, causing the water to leak through.""

7. thrash: to violently or intensely beat or thrash about, often in a wild or uncontrolled manner.

Example sentence: ""The crowd went wild as the band thrashed through their set.""

8. pound: to beat or strike something repeatedly and forcefully, often to break or crush it.

Example sentence: ""She pounded the dough to make it thinner.""

9. bruise: to cause a bruise or discoloration by beating or striking.

Example sentence: ""He bruised his knee when he fell during the game.""

10. pulverize: to beat or grind something into tiny particles or powder.

Example sentence: ""She pulverized the garlic to make a smooth paste.""

I hope that helps! Let me know if you have any other questions.</s>"
4,belt,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'belt' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb ""belt"" when it is found in a transitive clause:

1. Fasten or secure a belt around one's waist: ""She belted her coat to prepare for the storm.""
2. Use a belt as a weapon: ""The attacker belted his opponent with a heavy leather belt.""
3. Win or achieve something impressively: ""The team belted their way to victory in the championship game.""
4. Give someone a thorough beating or thrashing: ""The bully belted the smaller boy until he was left crying on the ground.""
5. Pass or move something quickly and smoothly: ""The car belted down the highway at breakneck speed.""

Note that sense 2 is a bit idiomatic and may not be as commonly used as the other senses, but it is still a valid meaning of the verb ""belt"".</s>"
5,box,,monosemous
6,break,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'break' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'break' when it is found in a transitive clause:

1. shatter or smash something into pieces (e.g. ""She broke the vase"").
2. cause something to stop functioning or malfunction (e.g. ""The computer broke down and we had to restart it"").
3. interrupt or disrupt a process or activity (e.g. ""The meeting was broken up by the fire alarm"").
4. separate or divide something into parts (e.g. ""She broke the cookie into pieces"").
5. cause something to change or be broken up (e.g. ""The news broke the company's morale"").
6. cause someone to stop doing something (e.g. ""The boss broke the employee's concentration"").
7. cause someone to fail or lose (e.g. ""The team's losing streak was broken by their win last night"").
8. cause someone to lose their composure or self-control (e.g. ""The shocking news broke her"").

Note that some of these senses may overlap or have subtly different connotations depending on the context in which the verb is used.</s>"
7,build,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'build' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'build' when it is found in a transitive clause:

1. construct or create something, such as a building, a machine, or a software program.
2. improve or enhance something, such as a skill or a relationship.
3. establish or strengthen something, such as a business or a reputation.
4. assemble or put together something, such as a piece of furniture or a team.
5. create or formulate a plan or strategy, such as a business plan or a marketing strategy.

I hope that helps! Let me know if you have any other questions.</s>"
8,burn,,"<s> [INST] <<SYS>>
    
    <</SYS>>
    Describe and enumerate the distinct possible senses of the verb 'burn' when it is found in a transitive clause. 
Feel free to give only one sense if it only has one possible meaning. 
For example, if you were given the verb ""abandon”, you should respond with “1. leave behind; 2. exchange; 3. surrender, give over” since ""abandon"" has three transitive senses. 
For another example, the verb ""jump"" has five senses because it has multiple possible meanings when it is used, so you should output something like ""1. stock prices, increase, 2. be excited for an opportunity, getting there first, 3. physically or metaphorically leap, physical motion, 4. to escape, bail out, 5. attack, gangsta style"". [/INST]
    
    Sure! Here are the distinct possible senses of the verb 'burn' when it is found in a transitive clause:

1. Consume or destroy by fire: ""The fire burned the wooden table to ashes.""
2. Cause intense heat or pain: ""The hot sauce burned my tongue.""
3. Use up or exhaust a resource: ""I've been burning the midnight oil to meet the deadline.""
4. Cause a strong emotion or reaction: ""Her words burned with anger.""
5. Char or mark with fire: ""The branding iron burned the cow's hide.""
6. Cause a substance to undergo a chemical change by heat: ""The chemist burned the experiment to produce a new compound.""
7. Use up or exhaust a substance by heat: ""The stove burned the gas to cook the meal.""

Note that some of these senses may overlap or have similar connotations, but they are distinct enough to be considered separate senses of the verb 'burn'.</s>"
9,button,,monosemous
