rater_id,sentence,rating,sense,verb,typicality,naturalness,sentence_type,surprisal,freq,verbnet_class
a3b82e44-2a77-4b0b-920b-54da0d2c8e41,The chef drove the limo.,26.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
510c6b50-4c0d-4eb2-9405-5e7398890b0d,The chef drove the limo.,0.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
6176080d-56af-4147-9ac0-8a96bddb1ca6,The chef drove the limo.,20.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
51b52585-3554-43fe-b7ed-b8a3e33a5dc1,The chef drove the limo.,27.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
baa86b0e-812a-4d13-a6bc-e834b86bc5a5,The chef drove the limo.,15.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
d555c3b6-390b-46b5-8d68-6dff057586f2,The chef drove the limo.,0.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
75280130-180c-445e-a5bc-57403d522df6,The chef drove the limo.,0.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
5277653d-4c53-480b-a188-02165cf0470b,The chef drove the limo.,0.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
8abbf599-e13d-40e1-87d3-e63ea65c3889,The chef drove the limo.,50.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
e1d22937-817e-4567-9feb-ec229f677c47,The chef drove the limo.,20.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
94354d41-a919-46cf-9069-d0dc3986fddf,The chef drove the limo.,13.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
a35359a6-987c-4385-84e5-2c7a90aa146a,The chef drove the limo.,15.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
7234d2c9-8f03-434f-a305-d5e0d5962e66,The chef drove the limo.,21.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
d3175850-41d9-42cb-bcbb-25a92fd5b43e,The chef drove the limo.,22.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
5ab6a086-1b12-43ec-82b3-6e2269cff6f8,The chef drove the limo.,10.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
0b72445c-65e5-4c47-8d95-f7d1a8cfedca,The chef drove the limo.,23.0,drive.01: drive or be driven around in a vehicle,drive,atypical,natural,calibration,83.20745849609375,3239,throw
